from	to	count	docs
aumento de proteina creactiva	infiltrados pulmonares	1	 32601756_ES
buen estado general	diarrea	1	32594151_ES
fiebre	malestar	6	 32557532_ES, 32292904_ES, 32622819B_ES, 32617223_ES, 32587121_ES, 32637437­_ES
alerta	alteración mental	1	32605766_ES
sudoración intensa	tos	1	 32605766_ES
febrícula	irritación de garganta	2	 32073161_ES, 32294258_ES
escalofríos	somnoliento	1	 32554425_ES
cansancio	escalofríos	4	 32607304_Es, 32215898_ES, 32425356_ES, 32427774_ES
desorientado	febrícula	1	 32417987_ES
febril	irritación de garganta	1	 32586752_ES
dificultad respiratoria aguda	mareo	1	 32359711_ES
síntomas gastrointestinales	síntomas respiratorios	1	 32222713_ES
febril	taquipnea	1	 32620682_ES
afebril	taquipnea	3	 32640066_ES, 32605766_ES, 32606105_ES
hipoxemia	tos no productiva	2	 32611659_ES, 32622819A_ES
desorientación	hipotensión	1	 32426200_ES
fiebre	síntomas respiratorios	15	 3229222_ES, 32318729_ES, 32329981_ES, 32588185_ES, 32215898_ES, 32179908_ES, 32363217_ES, 32623310_ES, 32238024_ES, 32415334_ES, 32653906_ES, 32639064_ES, 32563170_ES, 32427161_ES, 32222713_ES
ausencia de reflejos osteotendinosos	tos	1	 32619798_ES
ageusia	astenia	3	 32638347C_ES, 32653960_ES, 32631838_ES
afebril	hipotonía	1	32594151_ES
orientado	tos seca	1	 32587121_ES
dolor de garganta	tos no productiva	1	32292904_ES
afebril	diarrea	5	 32640066_ES, 32633439_ES, 32161941_ES, 32639064_ES,32594151_ES
hipotensión	síntomas respiratorios	1	 32427161_ES
disnea	malestar torácico	1	 32232784_ES
tos	tos seca	4	 32085846_ES, 32179908_ES, 32246917_ES, 32606044_ES
dorsalgia en la zona dorsallumbar	malestar	1	32644205_ES
dificultad respiratoria	náuseas	2	 32587121_ES, 32427161_ES
cefalea	dolor abdominal	2	 32639461_ES, 32588475_ES
fiebre	signo de lasègue	1	 32359804_ES
oliguria	taquipnea	1	 32622483_ES
diarrea	taquipnea	4	 32640066_ES, 32586958_ES, 32617223_ES, 32637437­_ES
anasarca	proteinuria	1	32589931_ES
cefalea	leucocitopenia	2	32601756_ES, 32636116_ES
diarrea	letargia	1	 32639064_ES
abrasión del labio inferior	angustia	1	32593478_ES
dolor torácico	sudoración	1	 32617223_ES
hipotensión	malestar	1	 32587121_ES
angustia	tos	1	 32605766_ES
febrícula	malestar general	1	 32222713_ES
síntomas gastrointestinales	tos productiva	1	 32198834_ES
dolor torácico	leucocitosis	2	 3229222_ES, 32584431_ES
alteración del estado mental	hipoxemia	1	 32360439_ES
edema pulmonar	malestar general	1	 32222713_ES
elevación difusa del segmento ST	exantema	1	 32584431_ES
elevación difusa del segmento ST	leucocitosis	1	 32584431_ES
dificultad respiratoria	fumador	1	 32587121_ES
dificultad respiratoria aguda	hematuria	1	 32292915_ES
dificultad respiratoria aguda	hipertonía	1	32605766_ES
hipotensión	taquipnea	2	 32320556_ES, 32426200_ES
fiebre	rigidez	2	 32414534_ES, 32653960_ES
neutrofilia	tos	1	 32417987_ES
alerta	alteraciones electrolíticas	1	 32292867_ES
afebril	angustia	1	 32605766_ES
edema pulmonar	síntomas respiratorios	1	 32222713_ES
eritema	leucocitopenia	1	 32631770_ES
alteración de la conciencia	disfagia	1	 32414534_ES
anosmia	leucocitopenia	1	 32318729_ES
aumento del esfuerzo respiratorio	somnolencia	1	32318729_ES
disnea de esfuerzo	escalofríos	1	 32208010_ES
oliguria	tos seca	2	 32179908_ES, 32622483_ES
disminución de los marcadores inflamatorios	irritación de garganta	1	32250095_ES
dolor abdominal	fatiga	1	 32633439_ES
aumento de proteina creactiva	febril	1	 32414534_ES
dificultad respiratoria	vómitos	4	 32423738_ES, 32292054_ES, 32587121_ES, 32427161_ES
disnea	malestar	5	 32557532_ES, 32292904_ES, 32617223_ES, 32587121_ES, 32637437­_ES
cansancio	irritación de garganta	1	 32639461_ES
hipertermia	hipotensión	1	32640066_ES
exantema	febril	1	 32641443_ES
dificultad respiratoria aguda	opresión torácica	1	 32207255_ES
anosmia	dificultad respiratoria	2	 32318729_ES, 32631838_ES
estertores bibasales	mialgia	1	 32623310_ES
afebril	letargia	1	 32639064_ES
alucinaciones	angustia	1	32593478_ES
aumento de la cifra de trombocitos	síntomas respiratorios leves	1	32589931_ES
dolor epigástrico	dolor torácico	1	 32607304_Es
odinofagia	parestesia	1	32601756_ES
malestar	tos seca	2	 32587121_ES, 32637437­_ES
mialgia	rinorrea	2	 32267483_ES, 32426200_ES
mialgia	taquipnea	1	 32426200_ES
fiebre	opresión torácica	1	 32073161_ES
cefalea frontal	dolor en las extremidades inferiores	1	32653906_ES
mialgia	vómitos	2	 32426200_ES, 32587121_ES
febrícula	mareo	1	 32073161_ES
malestar	orientado	1	 32587121_ES
disfagia	rigidez	1	 32414534_ES
alteración de la conciencia	confusión	1	32283294_ES
congestión nasal	fatiga	2	 32073161_ES,32294264_ES
ritmo sinusal	síntomas abdominales	1	 32353183-B_ES
cefalea	febril	1	 32414534_ES
aumento de la cifra de trombocitos	proteinuria	1	32589931_ES
fiebre	mareo	5	 32073161_ES, 32265235_ES, 32563170_ES, 32208010_ES, 32359711_ES
astenia	hipertermia	1	 32648092B_ES
congestión nasal	dolor de garganta	1	 32269194_ES
fatiga	opresión torácica	1	 32073161_ES
ageusia	lloro excesivo	1	32594151_ES
astenia	irritabilidad	1	 32418288_ES
apirexia	elevación difusa del segmento ST	1	 32584431_ES
angustia	cefalea	1	 32605766_ES
cansancio	dificultad respiratoria aguda	2	 32607304_Es, 32639461_ES
debilidad	dificultad respiratoria aguda	1	32605766_ES
debilidad facial	mareo	1	32586958_ES
debilidad facial	tos	1	 32631770_ES
acroisquemia persistente bilateral de las extremidades inferiores	síntomas respiratorios leves	1	32589931_ES
fiebre	tos persistente	1	 32641443_ES
congestión nasal	desorientación	1	 32586752_ES
cambios en su frecuencia de orina y defecaciones	sudoración	1	32607304_Es
aumento de proteina creactiva	exantema	1	32640066_ES
sibilancias	sudoración	1	32607304_Es
congestión nasal	hipoxemia	2	 32292904_ES, 32637266B_ES
dolor en fosa lumbar	fumador	1	 32292915_ES
estertores bibasales	síntomas respiratorios	1	 32623310_ES
roncus	sibilancias	1	32607304_Es
congestión	retracción subcostal	2	32606105_ES, 32265235_ES
confusión	signo de babinski	1	32283294_ES
malestar intenso	taquipnea	1	 32426200_ES
cardiomegalia	vómitos	1	 32423738_ES
acroisquemia persistente bilateral de las extremidades inferiores	proteinuria	1	32589931_ES
malestar general	mialgia	1	 32205138_ES
leucocitosis	taquipnea	2	 32353183_ES, 32412848_ES
retracción subcostal	tos	1	 32265235_ES
congestión	hipotensión	1	 32426200_ES
opresión torácica	tos productiva	1	 32073161_ES
dificultad respiratoria aguda	dolor	1	 32593338_ES
congestión	irritabilidad	1	 32265235_ES
artromialgia	fiebre	1	 32402687-B_ES
irritabilidad	signo de lasègue	1	32293714_ES
disnea	tos productiva	2	 32073161_ES, 32650881_ES
debilidad general	orientado	1	 32587121_ES
escalofríos	fatiga	3	 32554425_ES, 32085846_ES, 32267461_ES
ageusia	anosmia	9	 32318729_ES, 32414534_ES, 32615155_ES, 32611659_ES, 32294264_ES, 32653960_ES, 32631838_ES,32594151_ES, 32606105_ES
hipotonía	tos seca	1	 32359804_ES
astenia	fatiga	1	 32246917_ES
afebril	náuseas	2	 32161941_ES, 32639064_ES
dolor abdominal en el área epigástrica	falleció	1	32351657_ES
dolor torácico	tos seca	4	 32607304_Es, 32402687_ES, 32631646_ES, 32246917_ES
congestión nasal	dolor torácico	1	 32073161_ES
astenia	disnea	3	 32648092B_ES, 32653960_ES, 32631838_ES
insomnio	mialgias	1	 32293714_ES
disnea	hipotonía	1	 32359804_ES
cardiomegalia	expectoración	1	 32282027_ES
ritmo sinusal	vómitos	1	 32353183-B_ES
dolor torácico	mareo	1	 32073161_ES
diarrea	exantema	1	 32584431_ES
fumador	mialgias	1	 32292915_ES
fatiga	roncus	1	 32363351_ES
anorexia	irritación de garganta	1	 32586752_ES
anosmia	aumento de proteina creactiva	1	 32414534_ES
alucinaciones	escalofríos	1	32593478_ES
artralgia	debilidad general	1	 32587121_ES
dolor	taquipnea	1	 32426200_ES
dolor abdominal	letargia	1	 32639064_ES
artralgia	diarrea	1	 32587121_ES
fiebre	letargia	4	 32073161_ES, 32282871_B_ES, 32639064_ES, 32563170_ES
diarrea	hipotonía	1	32594151_ES
malestar agudo	somnoliento	1	32637266B_ES
artralgia	disnea	3	 32553608­_A_ES, 32587121_ES, 32588475_ES
diarrea	sibilancias	1	 32292053_ES
escalofríos	síntomas respiratorios	2	 32215898_ES, 32238024_ES
cefalea	irritación de garganta	2	 32636116_ES, 32639461_ES
escalofríos	tos seca	4	 32607304_Es, 32085846_ES, 32615807A_ES, 32267461_ES
dolor torácico	fatiga	2	 32073161_ES, 32246917_ES
disnea	orientado	2	 32587121_ES, 32605766_ES
somnolencia	tos	1	 32292054_ES
cefalea	incapacidad de andar	1	 32414534_ES
odinofagia	tabaquismo	1	32601756_ES
disfagia	vómitos	1	 32161941_ES
confusión	desorientación	1	32283294_ES
dolor a la palpación	dolor en fosa lumbar	1	32292867_ES
fatiga	letargia	1	 32073161_ES
oliguria	síntomas respiratorios	1	 32179908_ES
exantema	hepatomegalia	1	 32636116_ES
ageusia	tos	7	 32318729_ES, 32414534_ES, 32585767_ES, 32615155_ES, 32611659_ES, 32631838_ES, 32606105_ES
fiebre	hematuria	1	 32292915_ES
alteración de la conciencia	astenia	1	 32418288_ES
hipoxemia	taquicardia	1	 32637086B_ES
tos productiva	vómitos	1	 32198834_ES
febril	tos seca	2	 32607304_Es, 32641443_ES
afebril	tos seca	1	 32294340_ES
febrícula	opresión torácica	1	 32073161_ES
disfagia	febril	1	 32414534_ES
debilidad distal en las extremidades superiores	síntomas gastrointestinales	1	32399950_ES
anasarca	escalofríos	1	 32622823_ES
expectoración	náuseas	2	 32161941_ES, 32292053_ES
congestión nasal	náuseas	3	 32073161_ES, 32292904_ES, 32208010_ES
alucinaciones	orientado	1	32593478_ES
caída de la saturación de oxígeno	infiltrados alveolares	1	32586958_ES
fatiga	somnoliento	1	 32554425_ES
irritabilidad	rinorrea	2	 32423738_ES, 32265235_ES
somnolencia	vómitos	1	 32292054_ES
anosmia	hipotonía	1	32594151_ES
tos persistente	tos seca	1	 32641443_ES
disnea de esfuerzo	náuseas	1	 32208010_ES
cardiomegalia	diarrea	1	 32282027_ES
ageusia	taquicardia	1	 32606105_ES
fumador	vómitos	1	 32587121_ES
dolor epigástrico	hipertermia	1	 32593478_ES
congestión	mialgia	1	 32426200_ES
disnea	hipotensión	2	 32587121_ES, 32427161_ES
letargia	rinorrea	1	 32073161_ES
deterioro hemodinámico	fiebre	1	 32586778_ES
fiebre	infiltrados pulmonares	1	 32247642_ES
fumador	rinorrea	1	 32073161_ES
dificultad respiratoria	disnea	5	 32318729_ES, 32317275_ES, 32631838_ES, 32587121_ES, 32427161_ES
congestión nasal	taquipnea	3	 32320556_ES, 32586958_ES, 32606105_ES
cefalea	exantema	2	 32636116_ES, 32639461_ES
artralgia	fiebre	3	 32553608­_A_ES, 32587121_ES, 32588475_ES
debilidad facial	eritema	1	 32631770_ES
síntomas abdominales	tos	1	 32353183-B_ES
angustia	fiebre	1	 32605766_ES
estertores bibasales	tos seca	1	 32623310_ES
alteración de la conciencia	rigidez	1	 32414534_ES
eritema	leucocitosis	1	 32584431_ES
hipoxemia	síntomas paragripales	1	 32637086B_ES
aumento de fibrinógeno dímero D y proteína creactiva	aumento significativo de proteína creactiva	1	32648092C_ES
afebril	lloro excesivo	1	32594151_ES
T citotóxicos	trombocitopenia	1	32636116_ES
irritación de garganta	vómitos	2	 32586752_ES, 32639461_ES
diarrea	hematuria	1	 32292915_ES
congestión nasal	parestesia	1	 32586958_ES
alteración del estado mental	vómitos	1	 32360439_ES
síntomas respiratorios leves	vómitos	1	 32427161_ES
escalofríos	tos	7	 32554425_ES, 32085846_ES, 32425356_ES, 32650881_ES, 32238024_ES, 32617223_ES, 32208010_ES
rigidez	tos	1	 32414534_ES
fiebre	reducción de la ingesta oral	1	32360439-B_ES
angustia	sudoración intensa	1	 32605766_ES
disnea	dolor torácico pleural	2	 32352487_ES, 32317275_ES
dificultad respiratoria	tos seca	1	 32587121_ES
artralgia	dificultad respiratoria	1	 32587121_ES
dolor torácico	eritema	1	 32584431_ES
malestar general	síntomas gastrointestinales	1	 32222713_ES
aumento de proteina creactiva	rigidez	1	 32414534_ES
congestión nasal	tos seca	1	 32641443_ES
diarrea	leucocitopenia	3	 32238024_ES, 32363351_ES, 32639064_ES
fiebre	sensación distérmica	1	 32631646_ES
alerta	desorientación	1	 32292867_ES
malestar	taquipnea	2	 32617223_ES, 32637437­_ES
apirexia	dolor torácico	1	 32584431_ES
dificultad respiratoria	irritabilidad	1	 32423738_ES
ageusia	síntomas respiratorios	1	 32318729_ES
ausencia de reflejos osteotendinosos	cefalea frontal	1	32653906_ES
aumento de la proteína creactiva	fumador	1	 32423911_ES
desorientación	letargia	1	 32563170_ES
desorientación	irritabilidad	1	 32418288_ES
déficit de atención	somnoliento	1	32637266B_ES
hipertermia	linfoadenopatía	1	32640066_ES
alteración de la conciencia	aumento de proteina creactiva	1	 32414534_ES
afebril	leucocitopenia	1	 32639064_ES
disnea	tos no productiva	1	 32611659_ES
cefalea	taquipnea	3	 32412848_ES, 32586958_ES, 32605766_ES
estertores bibasales	fatiga	1	 32623310_ES
debilidad facial	falta de apetito	1	 32631770_ES
cefalea	desorientación	2	 32414534_ES, 32611761A_ES
fatiga	leucocitopenia	1	 32363351_ES
artralgia	sibilancias	1	 32553608­_A_ES
cefalea	hipoxemia	1	 32292904_ES
disnea	dolor epigástrico	1	 32607304_Es
dificultad respiratoria aguda	náuseas	2	 32607304_Es, 32222713_ES
acroisquemia persistente bilateral de las extremidades inferiores	aumento de la cifra de trombocitos	1	32589931_ES
fiebre	somnoliento	2	 32554425_ES, 32589794_ES
orientado	vómitos	1	 32587121_ES
edema pulmonar	febrícula	1	 32222713_ES
congestión nasal	tos productiva	1	 32073161_ES
alteraciones electrolíticas	tos	1	 32292867_ES
deterioro hemodinámico	dolor torácico	1	 32586778_ES
tos	vómitos	12	 32423738_ES, 32161941_ES, 32353183-B_ES, 32586752_ES, 32292054_ES, 32292867_ES, 32292053_ES, 32639064_ES, 32426200_ES, 32208010_ES, 32427161_ES, 32222713_ES
hipotensión	leucocitopenia	1	 32427645_ES
hipotensión	orientado	1	 32587121_ES
disfagia	incapacidad de andar	1	 32414534_ES
desorientación	mareo	1	 32563170_ES
falta de apetito	fiebre	1	 32631770_ES
alteración de la conciencia	irritabilidad	1	 32418288_ES
anorexia	tos	1	 32586752_ES
ageusia	congestión nasal	1	 32606105_ES
disnea	fiebre	77	 3229222_ES, 32318729_ES, 32267140_ES, 32073161_ES, 32556106_ES, 32423911_ES, 32557532_ES, 32644205_ES, 32292904_ES, 32414534_ES, 32585767_ES, 32292915_ES, 32269194_ES, 32352486_ES, 32282871_B_ES, 32399449_ES, 32607304_Es, 32612465C_ES, 32174057_ES, 32085846_ES, 32615155_ES, 32635747_ES, 32631770_ES, 32553608­_A_ES, 32360384_ES, 32425356_ES, 32427774_ES, 32650881_ES, 32607564_ES, 32412848_ES, 32612465B_ES, 32619798_ES, 32637327B_ES, 32417987_ES, 32232784_ES, 32554621_ES, 32648092B_ES, 32363336-B_ES, 32352487_ES, 32611659_ES, 32594151_ES, 32427774-B_ES, 32615807C_ES, 32586958_ES, 32631646_ES, 32623310_ES, 32637086A_ES, 32637327A_ES, 32247016_ES, 32586778_ES, 32653960_ES, 32359804_ES, 32317275_ES, 32283294_ES, 32250095_ES, 32415334_ES, 32351657_ES, 32292053_ES, 32617223_ES, 32602267_ES, 32276139_ES, 32282027_ES, 32631838_ES, 32587121_ES, 32605766_ES, 32208010_ES, 32612465A_ES, 32276139_B_ES, 32637437­_ES, 32637086B_ES, 32617903B_ES, 32588475_ES, 32612465D_ES, 32618794_ES, 32602610_ES, 32427161_ES, 32222713_ES
choque	fiebre	1	 32363351_ES
aumento de proteina creactiva	dolor abdominal	1	32640066_ES
dolor	infiltrados pulmonares	1	 32247642_ES
leucocitosis	tos seca	2	 32353183_ES, 32412848_ES
dificultad respiratoria aguda	escalofríos	2	 32607304_Es, 32399451_ES
aumento de proteina creactiva	leucocitopenia	1	 32427645_ES
fiebre	hipertermia	6	 32593478_ES, 32638347A_ES, 32215898_ES, 32648092B_ES, 32201125_ES, 32637086B_ES
orientado	taquipnea	1	 32605766_ES
signo de lasègue	tos seca	1	 32359804_ES
disnea	eritema	2	 32585767_ES, 32631770_ES
anosmia	incapacidad de andar	1	 32414534_ES
expectoración	fiebre	5	 32269194_ES, 32161941_ES, 32292053_ES, 32282027_ES, 32359711_ES
hipoxemia	vómitos	3	 32612465A_ES, 32360439_ES, 32612465D_ES
fatiga	tos productiva	2	 32073161_ES, 32363351_ES
anosmia	taquipnea	2	 32631838_ES, 32606105_ES
alteración de la conciencia	tos	3	 32414534_ES, 32418288_ES, 32637266B_ES
dolor abdominal	taquipnea	1	 32617223_ES
febril	síntomas respiratorios	1	 32222713_ES
congestión	dolor	1	 32426200_ES
bulto en crecimiento palpable en su región parietal	opresión torácica	1	32165205_ES
dificultad respiratoria aguda	dolor epigástrico	1	 32607304_Es
aumento de la proteína creactiva	fiebre	4	 32423911_ES, 32554621_ES, 32250095_ES, 32351657_ES
desorientación	taquipnea	1	 32426200_ES
dificultad respiratoria aguda	febrícula	1	 32222713_ES
elevación difusa del segmento ST	fiebre	1	 32584431_ES
infiltrados pulmonares	taquipnea	1	32363336_ES
fiebre	fumador	7	 32267140_ES, 32073161_ES, 32423911_ES, 32292915_ES, 32205138_ES, 32617223_ES, 32587121_ES
irritabilidad	tos	3	 32423738_ES, 32265235_ES, 32418288_ES
odinofagia	sensación distérmica	1	 32631646_ES
tos productiva	tos seca	1	 32179908_ES
desorientación	rigidez	1	 32414534_ES
diarrea	fiebre	26	 32267140_ES, 32640066_ES, 32292904_ES, 32414534_ES, 32585767_ES, 32292915_ES, 32245909_ES, 32633439_ES, 32161941_ES, 32179908_ES, 32586752_ES, 32586958_ES, 32294264_ES, 32292054_ES, 32246917_ES, 32238024_ES, 32363351_ES, 32584431_ES, 32351657_ES, 32292053_ES, 32617223_ES, 32639064_ES, 32282027_ES, 32587121_ES, 32637437­_ES, 32222713_ES
náuseas	sensación distérmica	1	 32631646_ES
infiltrados alveolares	tos	1	 32617903B_ES
alteraciones electrolíticas	disnea	2	 32615807B_ES, 32615807C_ES
cansancio	dolor abdominal	1	 32639461_ES
hipotensión	vómitos	3	 32426200_ES, 32587121_ES, 32427161_ES
disnea	sibilancias	2	 32553608­_A_ES, 32292053_ES
alteración del estado mental	náuseas	1	 32360439_ES
adelgazamiento	hepatomegalia	1	32427645_ES
hepatomegalia	leucocitopenia	1	 32636116_ES
sensación distérmica	tos seca	1	 32631646_ES
exantema	tos persistente	1	 32641443_ES
malestar general	náuseas	1	 32222713_ES
afebril	dolor torácico	1	 32415334_ES
fiebre	náuseas	15	 32073161_ES, 32292904_ES, 32607304_Es, 32161941_ES, 32631646_ES, 32584431_ES, 32165205_ES, 32292053_ES, 32639064_ES, 32587121_ES, 32208010_ES, 32637437­_ES, 32360439_ES, 32427161_ES, 32222713_ES
disnea	letargia	2	 32073161_ES, 32282871_B_ES
anosmia	debilidad	1	 32592761_ES
infiltrados pulmonares	mialgia	1	 32601756_ES
desorientación	malestar intenso	1	 32426200_ES
expectoración	sibilancias	1	 32292053_ES
diarrea	irritación de garganta	2	 32586752_ES, 32238024_ES
fumador	malestar	2	 32617223_ES, 32587121_ES
febril	infiltrados alveolares	1	32586958_ES
fiebre	irritabilidad	3	 32423738_ES, 32265235_ES, 32418288_ES
cansancio	cefalea	1	 32639461_ES
buen apetito	empeoramiento del estado respiratorio	1	32179908_ES
dolor de garganta	fiebre	1	 32269194_ES
dolor en las extremidades inferiores	sudoración intensa	1	32653906_ES
elevación difusa del segmento ST	sibilancias	1	32607304_Es
disminución de la asat	mialgias	1	32635747_ES
fatiga	tos seca	7	 32399694­­_ES, 32085846_ES, 32294340_ES, 32623310_ES, 32246917_ES, 32267461_ES, 32637437­_ES
aumento de la proteína creactiva	disnea de esfuerzo	1	32267140_ES
congestión nasal	fumador	1	 32073161_ES
fiebre	parestesia	1	 32586958_ES
diarrea	oliguria	1	 32179908_ES
leucocitopenia	rinorrea	2	32601756_ES, 32238024_ES
dificultad respiratoria	malestar	1	 32587121_ES
artralgia	fumador	1	 32587121_ES
hipertermia	hipoxemia	1	 32637086B_ES
expectoración	vómitos	2	 32161941_ES, 32292053_ES
hipertermia	síntomas respiratorios	1	 32215898_ES
hipotonía	signo de lasègue	1	 32359804_ES
aumento de la concentración de dímero D en	delirio	1	32639089_ES
dolor abdominal	síntomas respiratorios leves	1	 32427161_ES
mareo	mialgia	1	 32563170_ES
síntomas respiratorios	tos seca	2	 32179908_ES, 32623310_ES
hipoxemia	letargia	1	 32282871_B_ES
angustia	falta de apetito	1	32593478_ES
aumento de leucocitos y proteínas	rinorrea	1	32601756_ES
fiebre	hiposmia	1	 32605712_ES
cansancio	taquipnea	2	 32215898_ES, 32201125_ES
sudoración intensa	taquipnea	1	 32605766_ES
dolor torácico	malestar	2	 32557532_ES, 32617223_ES
anorexia	poliuria	1	32653960_ES
hiposmia	inflamación linfocítica perivascular y perianexial	1	32585767_ES
disnea	edema miocárdico difuso	1	 32267502_ES
congestión	congestión nasal	1	 32292054_ES
astenia	taquipnea	2	 32648092B_ES, 32631838_ES
fiebre	rinorrea	9	 32073161_ES, 32423738_ES, 32269194_ES, 32265235_ES, 32179908_ES, 32238024_ES, 32267483_ES, 32426200_ES, 32276139_ES
diarrea	mialgias	2	 32292915_ES, 32294264_ES
irritabilidad	mareo	1	 32265235_ES
ageusia	hipotonía	1	32594151_ES
escalofríos	rinorrea	1	 32238024_ES
fiebre	hipoxemia	12	 32292904_ES, 32282871_B_ES, 32612465C_ES, 32085846_ES, 32612465B_ES, 32611659_ES, 32612465A_ES, 32637086B_ES, 32360439_ES, 32637266B_ES, 32617903B_ES, 32612465D_ES
expectoración hemoptoica	náuseas	1	 32208010_ES
cefalea	fatiga	1	 32294340_ES
fumador	sudoración	1	 32617223_ES
alerta	dificultad respiratoria aguda	1	32605766_ES
afebril	tos	7	 32161941_ES, 32247642_ES, 32205138_ES, 32415334_ES, 32639064_ES, 32605766_ES, 32606105_ES
exantema	náuseas	1	 32584431_ES
dolor epigástrico	náuseas	1	 32607304_Es
fatiga	tos	7	 32554425_ES, 32267140_ES, 32073161_ES, 32032497_ES, 32085846_ES, 32246917_ES, 32651243_ES
síntomas paragripales	taquicardia	1	 32637086B_ES
incapacidad de andar	mialgia	1	 32414534_ES
dolor torácico	opresión torácica	1	 32073161_ES
dolor torácico	malestar general	2	 32586778_ES,32399449_ES
eritema	fiebre	3	 32585767_ES, 32631770_ES, 32584431_ES
dolor abdominal	vómitos	5	 32424482_ES, 32353183-B_ES, 32639064_ES, 32639461_ES, 32427161_ES
elevación cóncava del ST y descenso del PR	sensación distérmica	1	3229222_ES
dificultad respiratoria aguda	tos	3	 32207255_ES, 32359711_ES, 32222713_ES
fiebre	infiltrados alveolares	1	 32617903B_ES
afebril	disnea	3	 32637327B_ES, 32415334_ES, 32605766_ES
mareo	tos productiva	1	 32073161_ES
edema pulmonar	infiltrados pulmonares	1	32363336_ES
cansancio	tos seca	4	 32607304_Es, 32428291_ES, 32201125_ES, 32428291-B_ES
aumento de la proteína creactiva	disnea	4	 32423911_ES, 32554621_ES, 32250095_ES, 32351657_ES
alteración del estado mental	escalofríos	1	 32360439_ES
febril	náuseas	3	 32607304_Es,32586958_ES, 32222713_ES
exantema	taquipnea	2	 32554425_ES, 32265235_ES
disnea	exantema	2	 32352487_ES, 32602610_ES
dolor torácico	irritación de garganta	1	 32073161_ES
ageusia	febril	1	 32414534_ES
diarrea	expectoración	3	 32161941_ES, 32292053_ES, 32282027_ES
dolor	febrícula	1	 32631645_ES
insomnio	orientado	1	 32293714_ES
letargia	síntomas respiratorios	2	 32639064_ES, 32563170_ES
febril	síntomas gastrointestinales	1	 32222713_ES
diarrea	dolor abdominal	3	 32633439_ES, 32617223_ES, 32639064_ES
anosmia	disfagia	1	 32414534_ES
hipoxemia	náuseas	2	 32292904_ES, 32360439_ES
ageusia	aumento de proteina creactiva	1	 32414534_ES
mareo	tos	4	 32073161_ES, 32265235_ES, 32208010_ES, 32359711_ES
hipertermia	tos	5	 32593478_ES, 32032497_ES, 32638347A_ES, 32207255_ES, 32637086B_ES
aumento significativo de proteína creactiva	tos	1	 32427161_ES
fiebre	orientado	3	 32293714_ES, 32587121_ES, 32605766_ES
desorientación	disnea	1	 32414534_ES
escalofríos	malestar general	1	 32215898_ES
letargia	vómitos	1	 32639064_ES
dolor torácico	letargia	1	 32073161_ES
debilidad generalizada	síntomas respiratorios	1	32586676_ES
anasarca	oliguria	1	 32622483_ES
anorexia	disnea	1	 32276139_B_ES
edema miocárdico difuso	sensación distérmica	1	3229222_ES
buen estado de salud general	disnea de esfuerzo	1	32267140_ES
buen apetito	síntomas abdominales	1	32179908_ES
aumento de proteina creactiva	escalofríos	1	 32215898_ES
bradicardia	hepatomegalia	1	 32636116_ES
desorientación	signo de babinski	1	32283294_ES
oliguria	tos productiva	1	 32179908_ES
buen estado general	debilidad	1	 32653906_ES
fiebre	linfoadenopatía	1	 32593338_ES
ageusia	tabaquismo	1	 32611659_ES
febrícula	síntomas respiratorios	2	 32363217_ES, 32222713_ES
falta de apetito	tos	1	 32631770_ES
anosmia	tos no productiva	1	 32611659_ES
malestar general	síntomas respiratorios	2	 32215898_ES, 32222713_ES
dificultad respiratoria aguda	expectoración	1	 32359711_ES
aumento de la proteína creactiva	buen estado de salud general	2	 32250095_ES,32267140_ES
aumento de leucocitos y proteínas	odinofagia	1	32601756_ES
disnea	dolor de garganta	1	 32269194_ES
congestión nasal	irritación de garganta	2	 32073161_ES, 32586752_ES
anosmia	fiebre	11	 32318729_ES, 32414534_ES, 32589794_ES, 32615155_ES, 32611659_ES, 32294264_ES, 32653960_ES, 32605712_ES, 32631838_ES, 32618794_ES, 32606105_ES
aumento de proteina creactiva	síntomas respiratorios	2	 32215898_ES, 32601756_ES
dolor abdominal	fiebre	7	 32583150A_ES, 32633439_ES, 32622823_ES, 32617223_ES, 32639064_ES, 32588475_ES, 32427161_ES
febrícula	náuseas	2	 32073161_ES, 32222713_ES
fatiga	hipoxemia	1	 32085846_ES
fiebre	tos no productiva	2	 32611659_ES, 32622823_ES
artromialgia	tos seca	1	 32402687-B_ES
alteración mental	hipertonía	1	32605766_ES
brudzinski	signo de lasègue	1	32293714_ES
mialgia	náuseas	2	 32292904_ES, 32587121_ES
aumento significativo de proteína creactiva	disnea	1	 32427161_ES
esputo parduzco	hipoxemia	1	32553608­_A_ES
ritmo sinusal	tos seca	1	 32402687-B_ES
cardiomegalia	sibilancias	1	32607304_Es
dolor abdominal	tos no productiva	1	 32622823_ES
febrícula	irritabilidad	1	 32423738_ES
dolor	tos	2	 32247642_ES, 32426200_ES
náuseas	orientado	1	 32587121_ES
mialgia	orientado	1	 32587121_ES
diarrea	febrícula	2	 32428291-B_ES, 32222713_ES
disnea	rinorrea	4	 32073161_ES, 32269194_ES, 32294258_ES, 32276139_ES
letargia	mareo	2	 32073161_ES, 32563170_ES
escalofríos	tos productiva	1	 32650881_ES
debilidad muscular	disnea	1	 32619798_ES
inflamación intersticial bilateral difusa con consolidaciones subpleurales	tos persistente	1	32275347_ES
dolor abdominal	dolor torácico	1	 32617223_ES
