span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename	filename_positive	filename_certain
gangrena seca	ENFERMEDAD	1	0.5	1	gangrena seco	67087007	C0333536	gangrena seca	gangrena seca	32589931_ES	32589931_ES	32589931_ES
gangrena	ENFERMEDAD	1	0.5	1	gangrenar	36024000	C0017086	gangrena	gangrena	32359711_ES	32359711_ES	32359711_ES
fractura pélvica	ENFERMEDAD	1	0.5	1	fractura pélvico			fractura pélvica	fractura pelvica	32399450_ES	32399450_ES	32399450_ES
fractura	ENFERMEDAD	1	0.5	1	fracturar	72704001	C0016658	fractura	fractura	32644205_ES	32644205_ES	32644205_ES
fisura palatina	ENFERMEDAD	1	0.5	1	fisura palatino	87979003	C0008925	fisura palatina	fisura palatina	32554811_ES	32554811_ES	32554811_ES
fibrosis focal	ENFERMEDAD	1	0.5	1	fibrosis focal	45559001	C0521195	fibrosis focal	fibrosis focal	32650881_ES		32650881_ES
fibrosis de reemplazo	ENFERMEDAD	1	0.5	1	fibrosis de reemplazo			fibrosis de reemplazo	fibrosis de reemplazo	32267502_ES		32267502_ES
fibrilación auricular paroxística	ENFERMEDAD	1	0.5	1	fibrilación auricular paroxístico	282825002		fibrilación auricular paroxística	fibrilacion auricular paroxistica	32635747_ES	32635747_ES	32635747_ES
fibrilación auricular intermitente	ENFERMEDAD	1	0.5	1	fibrilación auricular intermitente	282825002		fibrilación auricular intermitente	fibrilacion auricular intermitente	32622819A_ES	32622819A_ES	32622819A_ES
feto intrauterino	ENFERMEDAD	1	0.5	1	feto intrauterino	398236008, 738945005	C0694756, C4521295	feto intrauterino	feto intrauterino	32119083_ES	32119083_ES	32119083_ES
feto estaba en occipucio anterior	ENFERMEDAD	1	0.5	1	feto estar en occipucio anterior			feto estaba en occipucio anterior	feto estaba en occipucio anterior	32590725_ES	32590725_ES	32590725_ES
fetales de parto	ENFERMEDAD	1	0.5	1	fetal de parto			fetales de parto	fetales de parto	32590725_ES	32590725_ES	32590725_ES
faringitis aguda	ENFERMEDAD	1	0.5	1	faringitis agudo	363746003, 27321001	C0001344, C0001344, C0031350	faringitis aguda	faringitis aguda	32639461_ES	32639461_ES	32639461_ES
faringitis	ENFERMEDAD	1	0.5	1	faringitis	37616004, 405737000	C0031350, C0031350	faringitis	faringitis	32318729_ES	32318729_ES	32318729_ES
fallo multiorgánico	ENFERMEDAD	1	0.5	1	fallo multiorgánico			fallo multiorgánico	fallo multiorganico	32622483_ES	32622483_ES	32622483_ES
falleció	ENFERMEDAD	1	0.5	1	fallecer	419099009		falleció	fallecio	32282871_ES	32282871_ES	32282871_ES
extrauterina	ENFERMEDAD	1	0.5	1	extrauterino			extrauterina	extrauterina	32363217_ES	32363217_ES	32363217_ES
exfumador	ENFERMEDAD	1	0.5	1	exfumador	8517006	C0337671	exfumador	exfumador	32648092C_ES	32648092C_ES	32648092C_ES
exantema vírico inespecífico	ENFERMEDAD	1	0.5	1	exantema vírico inespecífico	421512008		exantema vírico inespecífico	exantema virico inespecifico	32428291-B_ES	32428291-B_ES	32428291-B_ES
exantema urticarial clásico	ENFERMEDAD	1	0.5	1	exantema urticarial clásico			exantema urticarial clásico	exantema urticarial clasico	32641443_ES	32641443_ES	32641443_ES
exantema pálido maculopapular	ENFERMEDAD	1	0.5	1	exantema pálido maculopapular	47725002		exantema pálido maculopapular	exantema palido maculopapular	32427161_ES	32427161_ES	32427161_ES
exantema maculopapuloso eritematoso prurítico	ENFERMEDAD	1	0.5	1	exantema maculopapuloso eritematoso prurítico			exantema maculopapuloso eritematoso prurítico	exantema maculopapuloso eritematoso pruritico	32617169_ES	32617169_ES	32617169_ES
exantema eritematoso	ENFERMEDAD	1	0.5	1	exantema eritematoso			exantema eritematoso	exantema eritematoso	32640066_ES	32640066_ES	32640066_ES
exantema en las extremidades inferiores	ENFERMEDAD	1	0.5	1	exantema en el extremidad inferior			exantema en las extremidades inferiores	exantema en las extremidades inferiores	32554425_ES	32554425_ES	32554425_ES
exantema dorsal pruriginoso pasajero	ENFERMEDAD	1	0.5	1	exantema dorsal pruriginoso pasajero			exantema dorsal pruriginoso pasajero	exantema dorsal pruriginoso pasajero	32399950_ES	32399950_ES	32399950_ES
ex-tabaquismo	ENFERMEDAD	1	0.5	1	ex-tabaquismo			ex-tabaquismo	extabaquismo	32650881_ES	32650881_ES	32650881_ES
etiologías bacterianas o víricas	ENFERMEDAD	1	0.5	1	etiología bacteriano o vírico			etiologías bacterianas o víricas	etiologias bacterianas o viricas	32611761A_ES		32611761A_ES
estenosis focal moderada de la ACM	ENFERMEDAD	1	0.5	1	estenosis focal moderar de el ACM			estenosis focal moderada de la ACM	estenosis focal moderada de la ACM	32360439-B_ES	32360439-B_ES	32360439-B_ES
estenosis epicárdica	ENFERMEDAD	1	0.5	1	estenosis epicárdico			estenosis epicárdica	estenosis epicardica	32650881_ES		32650881_ES
estenosis del segmento M1	ENFERMEDAD	1	0.5	1	estenosis de+el segmento M1			estenosis del segmento M1	estenosis del segmento M1	32360439-D_ES	32360439-D_ES	32360439-D_ES
estenosis carotídea	ENFERMEDAD	1	0.5	1	estenosis carotídeo	64586002		estenosis carotídea	estenosis carotidea	32360439_ES	32360439_ES	32360439_ES
esteatosis hepática	ENFERMEDAD	1	0.5	1	esteatosis hepático	197321007		esteatosis hepática	esteatosis hepatica	32653960_ES		32653960_ES
estado potencialmente mortal	ENFERMEDAD	1	0.5	1	estado potencialmente mortal			estado potencialmente mortal	estado potencialmente mortal	32427645_ES	32427645_ES	32427645_ES
estado epiléptico resistente	ENFERMEDAD	1	0.5	1	estado epiléptico resistente			estado epiléptico resistente	estado epileptico resistente	32554423_ES	32554423_ES	32554423_ES
estado epiléptico no convulsivo	ENFERMEDAD	1	0.5	1	estado epiléptico no convulsivo	442512002		estado epiléptico no convulsivo	estado epileptico no convulsivo	32583150B_ES	32583150B_ES	32583150B_ES
espongiosis con paraqueratosis focal epidérmica	ENFERMEDAD	1	0.5	1	espongiosis con paraqueratosis focal epidérmico			espongiosis con paraqueratosis focal epidérmica	espongiosis con paraqueratosis focal epidermica	32352486_ES	32352486_ES	32352486_ES
espondiloartrosis avanzada	ENFERMEDAD	1	0.5	1	espondiloartrosis avanzar			espondiloartrosis avanzada	espondiloartrosis avanzada	32631645_ES	32631645_ES	32631645_ES
esplenomegalia	ENFERMEDAD	1	0.5	1	esplenomegalia	16294009	C0038002	esplenomegalia	esplenomegalia	32292053_ES		32292053_ES
esclerosis múltiple recidivante	ENFERMEDAD	1	0.5	1	esclerosis múltiple recidivante	230372003		esclerosis múltiple recidivante	esclerosis multiple recidivante	32644205_ES	32644205_ES	32644205_ES
escarlatina	ENFERMEDAD	1	0.5	1	escarlatina	30242009	C0036285	escarlatina	escarlatina	32639461_ES	32639461_ES	32639461_ES
erupción urticarial generalizada	ENFERMEDAD	1	0.5	1	erupción urticarial generalizar			erupción urticarial generalizada	erupcion urticarial generalizada	32641443_ES	32641443_ES	32641443_ES
erupción de placas eritematosas pruriginosas	ENFERMEDAD	1	0.5	1	erupción de placa eritematoso pruriginoso			erupción de placas eritematosas pruriginosas	erupcion de placas eritematosas pruriginosas	32294273_ES	32294273_ES	32294273_ES
eritema polimorfo grave	ENFERMEDAD	1	0.5	1	eritema polimorfo grave	36715001	C0014742	eritema polimorfo grave	eritema polimorfo grave	32589314_ES	32589314_ES	32589314_ES
equimosis cutánea	ENFERMEDAD	1	0.5	1	equimosis cutáneo			equimosis cutánea	equimosis cutanea	32277408_ES	32277408_ES	32277408_ES
epistaxis en las extremidades inferiores	ENFERMEDAD	1	0.5	1	epistaxis en el extremidad inferior			epistaxis en las extremidades inferiores	epistaxis en las extremidades inferiores	32294340_ES	32294340_ES	32294340_ES
epiléptico no convulsivo	ENFERMEDAD	1	0.5	1	epiléptico no convulsivo	442512002		epiléptico no convulsivo	epileptico no convulsivo	32589794_ES	32589794_ES	32589794_ES
epilepsia	ENFERMEDAD	1	0.5	1	epilepsia	84757009	C0014544	epilepsia	epilepsia	32563170_ES		32563170_ES
enlentecimiento psicomotor	ENFERMEDAD	1	0.5	1	enlentecimiento psicomotor			enlentecimiento psicomotor	enlentecimiento psicomotor	32563170_ES		32563170_ES
enfisema reducido en el lóbulo inferior	ENFERMEDAD	1	0.5	1	enfisema reducir en el lóbulo inferior			enfisema reducido en el lóbulo inferior	enfisema reducido en el lobulo inferior	32161941_ES	32161941_ES	32161941_ES
enfisema pulmonar	ENFERMEDAD	1	0.5	1	enfisema pulmonar	87433001	C0034067	enfisema pulmonar	enfisema pulmonar	32222713_ES	32222713_ES	32222713_ES
enfisema mediastínico	ENFERMEDAD	1	0.5	1	enfisema mediastínico	16838000		enfisema mediastínico	enfisema mediastinico	32207255_ES		32207255_ES
enfermedades víricas	ENFERMEDAD	1	0.5	1	enfermedad vírico			enfermedades víricas	enfermedades viricas	32363217_ES	32363217_ES	32363217_ES
enfermedades psiquiátricas	ENFERMEDAD	1	0.5	1	enfermedad psiquiátrico			enfermedades psiquiátricas	enfermedades psiquiatricas	32593478_ES		32593478_ES
enfermedades cardiovasculares	ENFERMEDAD	1	0.5	1	enfermedad cardiovascular			enfermedades cardiovasculares	enfermedades cardiovasculares	32415334_ES	32415334_ES	32415334_ES
enfermedades autoinmunitarias	ENFERMEDAD	1	0.5	1	enfermedad autoinmunitario	85828009	C0004364	enfermedades autoinmunitarias	enfermedades autoinmunitarias	32631838_ES	32631838_ES	32631838_ES
enfermedad vírica	ENFERMEDAD	1	0.5	1	enfermedad vírico	34014006		enfermedad vírica	enfermedad virica	32641443_ES	32641443_ES	
enfermedad venosa crónica	ENFERMEDAD	1	0.5	1	enfermedad venoso crónico	27624003		enfermedad venosa crónica	enfermedad venosa cronica	32631646_ES	32631646_ES	32631646_ES
enfermedad respiratoria aguda por coronavirus	ENFERMEDAD	1	0.5	1	enfermedad respiratorio agudo por coronavirus			enfermedad respiratoria aguda por coronavirus	enfermedad respiratoria aguda por coronavirus	32631646_ES	32631646_ES	
enfermedad renal crónica G3a A3	ENFERMEDAD	1	0.5	1	enfermedad renal crónico G3a A3			enfermedad renal crónica G3a A3	enfermedad renal cronica G3a A3	32622483_ES	32622483_ES	32622483_ES
enfermedad renal crónica	ENFERMEDAD	1	0.5	1	enfermedad renal crónico	236425005, 709044004		enfermedad renal crónica	enfermedad renal cronica	32631645_ES	32631645_ES	32631645_ES
enfermedad pulmonar intersticial	ENFERMEDAD	1	0.5	1	enfermedad pulmonar intersticial	233703007	C0206062	enfermedad pulmonar intersticial	enfermedad pulmonar intersticial	32631838_ES	32631838_ES	32631838_ES
enfermedad por covid-19	ENFERMEDAD	1	0.5	1	enfermedad por covid-19	840539006		enfermedad por COVID-19	enfermedad por covid19	32586752_ES	32586752_ES	32586752_ES
enfermedad mieloproliferativa	ENFERMEDAD	1	0.5	1	enfermedad mieloproliferativo	20921005, 128925001	C0027022, C0027022, C1292778	enfermedad mieloproliferativa	enfermedad mieloproliferativa	32622819B_ES		32622819B_ES
enfermedad linfoproliferativa postrasplante	ENFERMEDAD	1	0.5	1	enfermedad linfoproliferativo postrasplante	84631004	C0024314	enfermedad linfoproliferativa postrasplante	enfermedad linfoproliferativa postrasplante	32198834_ES	32198834_ES	32198834_ES
enfermedad del coronavirus 2019	ENFERMEDAD	1	0.5	1	enfermedad de+el coronavirus 2019			enfermedad del coronavirus 2019	enfermedad del coronavirus 2019	32401344_ES	32401344_ES	32401344_ES
enfermedad de parkinson	ENFERMEDAD	1	0.5	1	enfermedad de parkinson	49049000	C0030567	enfermedad de Parkinson	enfermedad de parkinson	32622819A_ES	32622819A_ES	32622819A_ES
enfermedad de kawasaki clásica	ENFERMEDAD	1	0.5	1	enfermedad de kawasaki clásico	75053002	C0026691	enfermedad de Kawasaki clásica	enfermedad de kawasaki clasica	32427161_ES		32427161_ES
enfermedad de kawasaki	ENFERMEDAD	1	0.5	1	enfermedad de kawasaki	75053002	C0026691	enfermedad de Kawasaki	enfermedad de kawasaki	32265235_ES	32265235_ES	32265235_ES
enfermedad de crohn grave	ENFERMEDAD	1	0.5	1	enfermedad de crohn grave	34000006	C0010346	enfermedad de Crohn grave	enfermedad de crohn grave	32294258_ES	32294258_ES	32294258_ES
enfermedad de crohn	ENFERMEDAD	1	0.5	1	enfermedad de crohn	34000006	C0010346	enfermedad de Crohn	enfermedad de crohn	32294258_ES	32294258_ES	32294258_ES
enfermedad de alzheimer	ENFERMEDAD	1	0.5	1	enfermedad de alzheimer	26929004	C0002395	enfermedad de Alzheimer	enfermedad de alzheimer	32638347B_ES	32638347B_ES	32638347B_ES
enfermedad crítica	ENFERMEDAD	1	0.5	1	enfermedad crítica			enfermedad crítica	enfermedad critica	32620682_ES	32620682_ES	32620682_ES
enfermedad cerebrovascular isquémica de pequeño vaso	ENFERMEDAD	1	0.5	1	enfermedad cerebrovascular isquémico de pequeño vaso			enfermedad cerebrovascular isquémica de pequeño vaso	enfermedad cerebrovascular isquemica de pequeno vaso	32631645_ES	32631645_ES	32631645_ES
enfermedad cerebrovascular	ENFERMEDAD	1	0.5	1	enfermedad cerebrovascular	62914000	C0007820	enfermedad cerebrovascular	enfermedad cerebrovascular	32293714_ES		32293714_ES
enfermedad asociada a covid-19	ENFERMEDAD	1	0.5	1	enfermedad asociar a covid-19			enfermedad asociada a COVID-19	enfermedad asociada a covid19	32352486_ES	32352486_ES	32352486_ES
encefalopatía posterior reversible	ENFERMEDAD	1	0.5	1	encefalopatía posterior reversible	450886002		encefalopatía posterior reversible	encefalopatia posterior reversible	32586752_ES		32586752_ES
encefalitis inmunitaria	ENFERMEDAD	1	0.5	1	encefalitis inmunitario			encefalitis inmunitaria	encefalitis inmunitaria	32418288_ES	32418288_ES	32418288_ES
encefalitis del LCR	ENFERMEDAD	1	0.5	1	encefalitis de+el LCR			encefalitis del LCR	encefalitis del LCR	32292054_ES	32292054_ES	32292054_ES
en la arteria coronaria	ENFERMEDAD	1	0.5	1	en el arteria coronario	41801008, 181294004	C0205042, C1269008	en la arteria coronaria	en la arteria coronaria	32639461_ES	32639461_ES	32639461_ES
embolias pulmonares segmentarias	ENFERMEDAD	1	0.5	1	embolia pulmonar segmentario			embolias pulmonares segmentarias	embolias pulmonares segmentarias	32648092A_ES	32648092A_ES	32648092A_ES
embolia pulmonar lobular proximal bilateral	ENFERMEDAD	1	0.5	1	embolia pulmonar lobular proximal bilateral			embolia pulmonar lobular proximal bilateral	embolia pulmonar lobular proximal bilateral	32638347B_ES	32638347B_ES	32638347B_ES
embolia pulmonar aguda	ENFERMEDAD	1	0.5	1	embolia pulmonar agudo	706870000	C2882221	embolia pulmonar aguda	embolia pulmonar aguda	32360384_ES	32360384_ES	32360384_ES
embarazos	ENFERMEDAD	1	0.5	1	embarazo	289908002	C0032961	embarazos	embarazos	32292054_ES	32292054_ES	32292054_ES
embarazada secundigesta	ENFERMEDAD	1	0.5	1	embarazar secundigesta			embarazada secundigesta	embarazada secundigesta	32614251_ES	32614251_ES	32614251_ES
edema cerebral	ENFERMEDAD	1	0.5	1	edema cerebral	2032001	C0006114, C1527311	edema cerebral	edema cerebral	32583150A_ES	32583150A_ES	32583150A_ES
déficit de atención	ENFERMEDAD	1	0.5	1	déficit de atención			déficit de atención	deficit de atencion	32637266B_ES	32637266B_ES	32637266B_ES
duplicidad renal	ENFERMEDAD	1	0.5	1	duplicidad renal			duplicidad renal	duplicidad renal	32318729_ES	32318729_ES	32318729_ES
dispepsia	ENFERMEDAD	1	0.5	1	dispepsia	162031009, 87548005	C0013395, C0013395, C0221512, C1282765	dispepsia	dispepsia	32360439_ES	32360439_ES	32360439_ES
disnea súbita	ENFERMEDAD	1	0.5	1	disnea súbito			disnea súbita	disnea subita	32247642_ES	32247642_ES	32247642_ES
disnea aguda	ENFERMEDAD	1	0.5	1	disnea agudo			disnea aguda	disnea aguda	32352486_ES	32352486_ES	32352486_ES
disfunción sistólica biventricular	ENFERMEDAD	1	0.5	1	disfunción sistólico biventricular			disfunción sistólica biventricular	disfuncion sistolica biventricular	32427645_ES	32427645_ES	32427645_ES
disfunción respiratoria	ENFERMEDAD	1	0.5	1	disfunción respiratorio	78064003		disfunción respiratoria	disfuncion respiratoria	32215898_ES	32215898_ES	32215898_ES
disfunción esfinteriana	ENFERMEDAD	1	0.5	1	disfunción esfinteriano			disfunción esfinteriana	disfuncion esfinteriana	32601756_ES	32601756_ES	32601756_ES
disfunción del ventrículo	ENFERMEDAD	1	0.5	1	disfunción de+el ventrículo			disfunción del ventrículo	disfuncion del ventriculo	32292915_ES	32292915_ES	32292915_ES
disfunción biventricular grave	ENFERMEDAD	1	0.5	1	disfunción biventricular grave			disfunción biventricular grave	disfuncion biventricular grave	3229222_ES	3229222_ES	3229222_ES
disfagia leve	ENFERMEDAD	1	0.5	1	disfagia leve			disfagia leve	disfagia leve	32623310_ES	32623310_ES	32623310_ES
discopatías a nivel lumbar	ENFERMEDAD	1	0.5	1	discopatías a nivel lumbar			discopatías a nivel lumbar	discopatias a nivel lumbar	32631645_ES	32631645_ES	32631645_ES
discinesia miocárdica difusa	ENFERMEDAD	1	0.5	1	discinesia miocárdico difuso			discinesia miocárdica difusa	discinesia miocardica difusa	32277408_ES	32277408_ES	32277408_ES
disartria grave	ENFERMEDAD	1	0.5	1	disartria grave			disartria grave	disartria grave	32586958_ES	32586958_ES	32586958_ES
dilatación bilateral de los riñones	ENFERMEDAD	1	0.5	1	dilatación bilateral de el riñón			dilatación bilateral de los riñones	dilatacion bilateral de los rinones	32636116_ES	32636116_ES	32636116_ES
dilataciones bronquiectásicas císticas y tubulares en las estructuras bronquiales del lóbulo superior del pulmón	ENFERMEDAD	1	0.5	1	dilatación bronquiectásicas cístico y tubular en el estructura bronquial de+el lóbulo superior de+el pulmón			dilataciones bronquiectásicas císticas y tubulares en las estructuras bronquiales del lóbulo superior del pulmón	dilataciones bronquiectasicas cisticas y tubulares en las estructuras bronquiales del lobulo superior del pulmon	32612435_ES	32612435_ES	32612435_ES
diarrea intermitente	ENFERMEDAD	1	0.5	1	diarrea intermitente			diarrea intermitente	diarrea intermitente	32222713_ES	32222713_ES	32222713_ES
diarrea hemorrágica	ENFERMEDAD	1	0.5	1	diarrea hemorrágico	95545007		diarrea hemorrágica	diarrea hemorragica	32245909_ES	32245909_ES	32245909_ES
diarrea	ENFERMEDAD	1	0.5	1	diarrea	62315008	C0011991	diarrea	diarrea	32364123_ES	32364123_ES	32364123_ES
diabética	ENFERMEDAD	1	0.5	1	diabético			diabética	diabetica	32622483_ES	32622483_ES	32622483_ES
diabetes mellitus tipo2	ENFERMEDAD	1	0.5	1	diabetes mellitus tipo2	44054006	C0011860	diabetes mellitus tipo2	diabetes mellitus tipo2	32631645_ES	32631645_ES	32631645_ES
diabetes mellitus tipo 2	ENFERMEDAD	1	0.5	1	diabetes mellitus tipo 2	44054006	C0011860	diabetes mellitus tipo 2	diabetes mellitus tipo 2	32622483_ES	32622483_ES	32622483_ES
diabetes mellitus de tipo II	ENFERMEDAD	1	0.5	1	diabetes mellitus de tipo II			diabetes mellitus de tipo II	diabetes mellitus de tipo II	32427774-B_ES	32427774-B_ES	32427774-B_ES
diabetes gestacional	ENFERMEDAD	1	0.5	1	diabetes gestacional	11687002	C0085207	diabetes gestacional	diabetes gestacional	32363336_ES	32363336_ES	32363336_ES
diabetes de tipo 1 inmunitaria	ENFERMEDAD	1	0.5	1	diabetes de tipo 1 inmunitario			diabetes de tipo 1 inmunitaria	diabetes de tipo 1 inmunitaria	32653960_ES	32653960_ES	32653960_ES
diabetes de tipo 1	ENFERMEDAD	1	0.5	1	diabetes de tipo 1	405751000	C1320657	diabetes de tipo 1	diabetes de tipo 1	32653960_ES	32653960_ES	32653960_ES
desplazamiento mediastínico	ENFERMEDAD	1	0.5	1	desplazamiento mediastínico	19616004		desplazamiento mediastínico	desplazamiento mediastinico	32317275_ES		32317275_ES
desmielinización periférica	ENFERMEDAD	1	0.5	1	desmielinización periférico			desmielinización periférica	desmielinizacion periferica	32399694­­_ES	32399694­­_ES	32399694­­_ES
deshidratación moderada	ENFERMEDAD	1	0.5	1	deshidratación moderar	1601000119105		deshidratación moderada	deshidratacion moderada	32640066_ES	32640066_ES	32640066_ES
desgarro vesical	ENFERMEDAD	1	0.5	1	desgarro vesical			desgarro vesical	desgarro vesical	32399450_ES	32399450_ES	32399450_ES
descompensación cardiorrespiratoria	ENFERMEDAD	1	0.5	1	descompensación cardiorrespiratoria			descompensación cardiorrespiratoria	descompensacion cardiorrespiratoria	32638347B_ES	32638347B_ES	
desaturación súbita	ENFERMEDAD	1	0.5	1	desaturación súbito			desaturación súbita	desaturacion subita	32399950_ES	32399950_ES	32399950_ES
derrame pleural y epicárdico y atelectasia	ENFERMEDAD	1	0.5	1	derrame pleural y epicárdico y atelectasia			derrame pleural y epicárdico y atelectasia	derrame pleural y epicardico y atelectasia	32635747_ES	32635747_ES	32635747_ES
derrame pleural subsegmentario	ENFERMEDAD	1	0.5	1	derrame pleural subsegmentario			derrame pleural subsegmentario	derrame pleural subsegmentario	32399449-B_ES	32399449-B_ES	32399449-B_ES
derrame pleural en el tórax	ENFERMEDAD	1	0.5	1	derrame pleural en el tórax			derrame pleural en el tórax	derrame pleural en el torax	32207255_ES	32207255_ES	32207255_ES
derrame pleural bilateral	ENFERMEDAD	1	0.5	1	derrame pleural bilateral	425802001	C0747635	derrame pleural bilateral	derrame pleural bilateral	32607304_Es	32607304_Es	32607304_Es
derrame pericárdico perimetral moderado	ENFERMEDAD	1	0.5	1	derrame pericárdico perimetral moderar			derrame pericárdico perimetral moderado	derrame pericardico perimetral moderado	32635747_ES	32635747_ES	32635747_ES
dermatosis neutrofílica	ENFERMEDAD	1	0.5	1	dermatosis neutrofílico	724834006		dermatosis neutrofílica	dermatosis neutrofilica	32294264_ES	32294264_ES	32294264_ES
dermatosis inflamatorias	ENFERMEDAD	1	0.5	1	dermatosis inflamatorio	703938007	C3875321	dermatosis inflamatorias	dermatosis inflamatorias	32585767_ES	32585767_ES	32585767_ES
dermatosis exfoliativa	ENFERMEDAD	1	0.5	1	dermatosis exfoliativo			dermatosis exfoliativa	dermatosis exfoliativa	32617169_ES	32617169_ES	32617169_ES
dermatitis atópica	ENFERMEDAD	1	0.5	1	dermatitis atópico	24079001		dermatitis atópica	dermatitis atopica	32606105_ES	32606105_ES	32606105_ES
depresión	ENFERMEDAD	1	0.5	1	depresión	41006004, 91814008, 35489007		depresión	depresion	32586752_ES	32586752_ES	32586752_ES
delirio extravagante	ENFERMEDAD	1	0.5	1	delirio extravagante			delirio extravagante	delirio extravagante	32639089_ES	32639089_ES	32639089_ES
delirio confusional	ENFERMEDAD	1	0.5	1	delirio confusional			delirio confusional	delirio confusional	32586752_ES		32586752_ES
del enfermo eutiroideo	ENFERMEDAD	1	0.5	1	de+el enfermo eutiroideo	237542005	C0015190	del enfermo eutiroideo	del enfermo eutiroideo	32639064_ES	32639064_ES	32639064_ES
deficiencia alimentaria	ENFERMEDAD	1	0.5	1	deficiencia alimentario	190656001	C0342922	deficiencia alimentaria	deficiencia alimentaria	32073161_ES	32073161_ES	32073161_ES
de tormenta de citocinas	ENFERMEDAD	1	0.5	1	de tormenta de citocinas			de tormenta de citocinas	de tormenta de citocinas	32618794_ES	32618794_ES	32618794_ES
de la sexta vértebra torácica	ENFERMEDAD	1	0.5	1	de el 6 vértebra torácico	21020004		de la sexta vértebra torácica	de la sexta vertebra toracica	32644205_ES	32644205_ES	32644205_ES
cáncer de próstata	ENFERMEDAD	1	0.5	1	cáncer de próstata			cáncer de próstata	cancer de prostata	32276139_B_ES	32276139_B_ES	32276139_B_ES
cáncer de mama	ENFERMEDAD	1	0.5	1	cáncer de mama	254837009, 254838004		cáncer de mama	cancer de mama	32637327A_ES	32637327A_ES	32637327A_ES
cuadro celulítico cervical	ENFERMEDAD	1	0.5	1	cuadro celulítico cervical			cuadro celulítico cervical	cuadro celulitico cervical	32427645_ES	32427645_ES	32427645_ES
cuadro cardíaco	ENFERMEDAD	1	0.5	1	cuadro cardíaco			cuadro cardíaco	cuadro cardiaco	32363351_ES	32363351_ES	32363351_ES
cuadro agudo	ENFERMEDAD	1	0.5	1	cuadro agudo			cuadro agudo	cuadro agudo	32611659_ES	32611659_ES	32611659_ES
crisis tonicoclónica generalizada	ENFERMEDAD	1	0.5	1	crisis tónico-clónico generalizar			crisis tonicoclónica generalizada	crisis tonicoclonica generalizada	32563170_ES	32563170_ES	32563170_ES
crisis motora de primer foco	ENFERMEDAD	1	0.5	1	crisis motor de 1 foco			crisis motora de primer foco	crisis motora de primer foco	32417987_ES	32417987_ES	32417987_ES
crisis inflamatoria masiva	ENFERMEDAD	1	0.5	1	crisis inflamatorio masivo			crisis inflamatoria masiva	crisis inflamatoria masiva	32427645_ES	32427645_ES	32427645_ES
crisis epiléptica	ENFERMEDAD	1	0.5	1	crisis epiléptico	309847002		crisis epiléptica	crisis epileptica	32563170_ES	32563170_ES	32563170_ES
crisis de citocinas asociada a covid-19	ENFERMEDAD	1	0.5	1	crisis de citocinas asociar a covid-19			crisis de citocinas asociada a COVID-19	crisis de citocinas asociada a covid19	32427161_ES	32427161_ES	32427161_ES
crisis de citocinas	ENFERMEDAD	1	0.5	1	crisis de citocinas			crisis de citocinas	crisis de citocinas	32427161_ES	32427161_ES	32427161_ES
crisis caracterizada por movimientos clónicos en el brazo	ENFERMEDAD	1	0.5	1	crisis caracterizar por movimiento clónico en el brazo			crisis caracterizada por movimientos clónicos en el brazo	crisis caracterizada por movimientos clonicos en el brazo	32417987_ES	32417987_ES	32417987_ES
covid-19 subclínica	ENFERMEDAD	1	0.5	1	covid-19 subclínico			COVID-19 subclínica	covid19 subclinica	32614251_ES	32614251_ES	32614251_ES
covid-19 grave	ENFERMEDAD	1	0.5	1	covid-19 grave			COVID-19 grave	covid19 grave	32276139_B_ES	32276139_B_ES	32276139_B_ES
covid-19 en la zona epidémica	ENFERMEDAD	1	0.5	1	covid-19 en el zona epidémico			COVID-19 en la zona epidémica	covid19 en la zona epidemica	32428291-B_ES	32428291-B_ES	32428291-B_ES
corioamnionitis	ENFERMEDAD	1	0.5	1	corioamnionitis	11612004	C0008495	corioamnionitis	corioamnionitis	32637327A_ES		32637327A_ES
consolidación pleural en los lóbulos inferiores de ambos pulmones	ENFERMEDAD	1	0.5	1	consolidación pleural en el lóbulo inferior de ambos pulmón			consolidación pleural en los lóbulos inferiores de ambos pulmones	consolidacion pleural en los lobulos inferiores de ambos pulmones	32612435_ES	32612435_ES	32612435_ES
consolidación parenquimatosa	ENFERMEDAD	1	0.5	1	consolidación parenquimatoso			consolidación parenquimatosa	consolidacion parenquimatosa	32637327B_ES	32637327B_ES	32637327B_ES
consolidación multifocal en ambos campos pulmonares	ENFERMEDAD	1	0.5	1	consolidación multifocal en ambos campo pulmonar			consolidación multifocal en ambos campos pulmonares	consolidacion multifocal en ambos campos pulmonares	32282027_ES	32282027_ES	32282027_ES
consolidación mixta segmentaria	ENFERMEDAD	1	0.5	1	consolidación mixto segmentario			consolidación mixta segmentaria	consolidacion mixta segmentaria	32266524_ES	32266524_ES	32266524_ES
consolidación focal en la parte superior del pulmón	ENFERMEDAD	1	0.5	1	consolidación focal en el parte superior de+el pulmón			consolidación focal en la parte superior del pulmón	consolidacion focal en la parte superior del pulmon	32617223_ES	32617223_ES	32617223_ES
consolidación en parte del lóbulo inferior del pulmón	ENFERMEDAD	1	0.5	1	consolidación en parte de+el lóbulo inferior de+el pulmón			consolidación en parte del lóbulo inferior del pulmón	consolidacion en parte del lobulo inferior del pulmon	32292053_ES	32292053_ES	32292053_ES
