id	title	group	label
aumento del esfuerzo respiratorio	aumento del esfuerzo respiratorio	SINTOMA	aumento del esfuerzo respiratorio
anestesia general	anestesia general	PROCEDIMIENTO	anestesia general
IET	IET	PROCEDIMIENTO	IET
colapso parcial del lobulo superior	colapso parcial del lobulo superior	ENFERMEDAD	colapso parcial del lobulo superior
49 anos	49 anos	EDAD-SUJETO-ASISTENCIA	49 anos
administracion de tensioactivos	administracion de tensioactivos	PROCEDIMIENTO	administracion de tensioactivos
colquicina	colquicina	FARMACO	colquicina
dilatacion coronaria	dilatacion coronaria	ENFERMEDAD	dilatacion coronaria
delirio confusional (enfermedad)	delirio confusional	ENFERMEDAD	delirio confusional
dolor de muelas	dolor de muelas	SINTOMA	dolor de muelas
saturacion de oxigeno en aire ambiental	saturacion de oxigeno en aire ambiental	SINTOMA	saturacion de oxigeno en aire ambiental
parto (procedimiento)	parto	PROCEDIMIENTO	parto
fentanilo	fentanilo	FARMACO	fentanilo
insulina (farmaco)	insulina	FARMACO	insulina
consolidacion en parte del lobulo inferior del pulmon	consolidacion en parte del lobulo inferior del pulmon	ENFERMEDAD	consolidacion en parte del lobulo inferior del pulmon
atrofia muscular difusa	atrofia muscular difusa	ENFERMEDAD	atrofia muscular difusa
5 de febrero	5 de febrero	FECHAS	5 de febrero
esteroides oftalmicos	esteroides oftalmicos	PROCEDIMIENTO	esteroides oftalmicos
CPK (entidad-observable)	CPK	ENTIDAD-OBSERVABLE	CPK
anticuerpos viricos (proteinas)	anticuerpos viricos	PROTEINAS	anticuerpos viricos
adenopatia en el lado derecho del cuello	adenopatia en el lado derecho del cuello	ENFERMEDAD	adenopatia en el lado derecho del cuello
fumador (enfermedad)	fumador	ENFERMEDAD	fumador
metotrexato	metotrexato	FARMACO	metotrexato
tratamiento antibiotico	tratamiento antibiotico	PROCEDIMIENTO	tratamiento antibiotico
biopsia de piel del hombro izquierdo	biopsia de piel del hombro izquierdo	PROCEDIMIENTO	biopsia de piel del hombro izquierdo
infeccion	infeccion	ENFERMEDAD	infeccion
TnI (proteinas)	TnI	PROTEINAS	TnI
hepatitis abc treponema pallidum y VIH	hepatitis abc treponema pallidum y VIH	ENFERMEDAD	hepatitis abc treponema pallidum y VIH
inflamacion intersticial bilateral difusa con consolidaciones subpleurales	inflamacion intersticial bilateral difusa con consolidaciones subpleurales	SINTOMA	inflamacion intersticial bilateral difusa con consolidaciones subpleurales
ferritina (entidad-observable)	ferritina	ENTIDAD-OBSERVABLE	ferritina
28 de febrero de 2020	28 de febrero de 2020	FECHAS	28 de febrero de 2020
febril	febril	SINTOMA	febril
19 de enero	19 de enero	FECHAS	19 de enero
citocinas	citocinas	PROTEINAS	citocinas
Hu	Hu	PROTEINAS	Hu
tos productiva	tos productiva	SINTOMA	tos productiva
lesion renal aguda	lesion renal aguda	ENFERMEDAD	lesion renal aguda
diabetes gestacional	diabetes gestacional	ENFERMEDAD	diabetes gestacional
anticuerpos antifosfolipidicos (entidad-observable)	anticuerpos antifosfolipidicos	ENTIDAD-OBSERVABLE	anticuerpos antifosfolipidicos
vancomicina	vancomicina	FARMACO	vancomicina
benzonatato	benzonatato	FARMACO	benzonatato
angiografia pulmonar	angiografia pulmonar	PROCEDIMIENTO	angiografia pulmonar
disminucion significativa de la hiperintensidad del cortex prefrontal	disminucion significativa de la hiperintensidad del cortex prefrontal	SINTOMA	disminucion significativa de la hiperintensidad del cortex prefrontal
RMN medular	RMN medular	PROCEDIMIENTO	RMN medular
alteraciones inespecificas de la onda T	alteraciones inespecificas de la onda T	SINTOMA	alteraciones inespecificas de la onda T
desmayo	desmayo	SINTOMA	desmayo
euroimmun	euroimmun	PROTEINAS	euroimmun
hematuria (enfermedad)	hematuria	ENFERMEDAD	hematuria
ixekizumab	ixekizumab	FARMACO	ixekizumab
clostridum difficile	clostridum difficile	SPECIES	clostridum difficile
leucocitopenia (enfermedad)	leucocitopenia	ENFERMEDAD	leucocitopenia
angiografia por resonancia magnetica	angiografia por resonancia magnetica	PROCEDIMIENTO	angiografia por resonancia magnetica
heparina de bajo peso molecular	heparina de bajo peso molecular	FARMACO	heparina de bajo peso molecular
urea	urea	FARMACO	urea
amlodipina	amlodipina	FARMACO	amlodipina
14 de marzo	14 de marzo	FECHAS	14 de marzo
despertable	despertable	SINTOMA	despertable
LDH (entidad-observable)	LDH	ENTIDAD-OBSERVABLE	LDH
ciudad de wuhan	ciudad de wuhan	TERRITORIO	ciudad de wuhan
acinetobacter	acinetobacter	SPECIES	acinetobacter
administro oxigeno y antibioticos	administro oxigeno y antibioticos	PROCEDIMIENTO	administro oxigeno y antibioticos
anestesicos topicos	anestesicos topicos	PROCEDIMIENTO	anestesicos topicos
ritonavir	ritonavir	FARMACO	ritonavir
imipenem	imipenem	FARMACO	imipenem
parto por cesarea (procedimiento)	parto por cesarea	PROCEDIMIENTO	parto por cesarea
toxoplasma gondii (species)	toxoplasma gondii	SPECIES	toxoplasma gondii
venlafaxina	venlafaxina	FARMACO	venlafaxina
alaninoaminotransferasa (entidad-observable)	alaninoaminotransferasa	ENTIDAD-OBSERVABLE	alaninoaminotransferasa
reseccion de 150 cm de intestino delgado isquemico	reseccion de 150 cm de intestino delgado isquemico	PROCEDIMIENTO	reseccion de 150 cm de intestino delgado isquemico
CMV	CMV	SPECIES	CMV
incapacidad de andar	incapacidad de andar	SINTOMA	incapacidad de andar
neutrofilia	neutrofilia	SINTOMA	neutrofilia
capacidad funcional renal	capacidad funcional renal	ENTIDAD-OBSERVABLE	capacidad funcional renal
retraccion intercostal	retraccion intercostal	SINTOMA	retraccion intercostal
frotis orofaringeos	frotis orofaringeos	PROCEDIMIENTO	frotis orofaringeos
dificultad respiratoria	dificultad respiratoria	SINTOMA	dificultad respiratoria
infeccion de las vias respiratorias altas	infeccion de las vias respiratorias altas	ENFERMEDAD	infeccion de las vias respiratorias altas
animales	animales	SPECIES	animales
neumotorax	neumotorax	ENFERMEDAD	neumotorax
favipiravir	favipiravir	FARMACO	favipiravir
92 anos	92 anos	EDAD-SUJETO-ASISTENCIA	92 anos
anticuerpos viricos (entidad-observable)	anticuerpos viricos	ENTIDAD-OBSERVABLE	anticuerpos viricos
bebedora (sintoma)	bebedora	SINTOMA	bebedora
diarrea (sintoma)	diarrea	SINTOMA	diarrea
traqueostomia	traqueostomia	PROCEDIMIENTO	traqueostomia
esteroides (farmaco)	esteroides	FARMACO	esteroides
aspiracion del esputo	aspiracion del esputo	PROCEDIMIENTO	aspiracion del esputo
velocidad de sedimentacion globular	velocidad de sedimentacion globular	ENTIDAD-OBSERVABLE	velocidad de sedimentacion globular
hipoxia	hipoxia	ENFERMEDAD	hipoxia
sindrome de guillainbarre	sindrome de guillainbarre	ENFERMEDAD	sindrome de guillainbarre
cefepime	cefepime	FARMACO	cefepime
frotis nasofaringeo	frotis nasofaringeo	PROCEDIMIENTO	frotis nasofaringeo
marcadores inflamatorios	marcadores inflamatorios	ENTIDAD-OBSERVABLE	marcadores inflamatorios
estudios de conduccion nerviosa sensorial	estudios de conduccion nerviosa sensorial	PROCEDIMIENTO	estudios de conduccion nerviosa sensorial
indice ROX	indice ROX	ENTIDAD-OBSERVABLE	indice ROX
CT (farmaco)	CT	FARMACO	CT
aumento de neutrofilos	aumento de neutrofilos	SINTOMA	aumento de neutrofilos
aneurisma	aneurisma	ENFERMEDAD	aneurisma
infeccion virica de las vias respiratorias altas	infeccion virica de las vias respiratorias altas	ENFERMEDAD	infeccion virica de las vias respiratorias altas
conjuntivitis	conjuntivitis	ENFERMEDAD	conjuntivitis
clorhidrato de ambroxol	clorhidrato de ambroxol	FARMACO	clorhidrato de ambroxol
infeccion pulmonar	infeccion pulmonar	ENFERMEDAD	infeccion pulmonar
linezolid	linezolid	FARMACO	linezolid
inmunofluorescencia indirecta	inmunofluorescencia indirecta	PROCEDIMIENTO	inmunofluorescencia indirecta
hidroxicloroquina (farmaco)	hidroxicloroquina	FARMACO	hidroxicloroquina
neumonia bilateral grave	neumonia bilateral grave	ENFERMEDAD	neumonia bilateral grave
aminotransferasa (farmaco)	aminotransferasa	FARMACO	aminotransferasa
colestasis	colestasis	ENFERMEDAD	colestasis
delirio extravagante	delirio extravagante	ENFERMEDAD	delirio extravagante
20 anos	20 anos	EDAD-SUJETO-ASISTENCIA	20 anos
hepatomegalia (sintoma)	hepatomegalia	SINTOMA	hepatomegalia
interferon (farmaco)	interferon	FARMACO	interferon
TAC abdominal	TAC abdominal	PROCEDIMIENTO	TAC abdominal
abipenem	abipenem	PROTEINAS	abipenem
clozapina	clozapina	FARMACO	clozapina
nitrogeno	nitrogeno	FARMACO	nitrogeno
ecocardiograma transtoracico	ecocardiograma transtoracico	PROCEDIMIENTO	ecocardiograma transtoracico
pruebas serologicas de IgG de sarscov2	pruebas serologicas de IgG de sarscov2	PROCEDIMIENTO	pruebas serologicas de IgG de sarscov2
proteina amiloide A serica	proteina amiloide A serica	ENTIDAD-OBSERVABLE	proteina amiloide A serica
alergia a los frutos secos	alergia a los frutos secos	ENFERMEDAD	alergia a los frutos secos
trombo de 5 mm en la punta del VI	trombo de 5 mm en la punta del VI	ENFERMEDAD	trombo de 5 mm en la punta del VI
congestion conjuntival	congestion conjuntival	SINTOMA	congestion conjuntival
mayo de 2020	mayo de 2020	FECHAS	mayo de 2020
estudios de conduccion nerviosa	estudios de conduccion nerviosa	PROCEDIMIENTO	estudios de conduccion nerviosa
esplenectomia	esplenectomia	PROCEDIMIENTO	esplenectomia
hipoxemia (enfermedad)	hipoxemia	ENFERMEDAD	hipoxemia
anosmiaageusia	anosmiaageusia	SINTOMA	anosmiaageusia
dolor abdominal	dolor abdominal	SINTOMA	dolor abdominal
alteracion de coagulacion	alteracion de coagulacion	SINTOMA	alteracion de coagulacion
clopidogrel	clopidogrel	FARMACO	clopidogrel
57 anos	57 anos	EDAD-SUJETO-ASISTENCIA	57 anos
IgA	IgA	PROTEINAS	IgA
pulso fetal	pulso fetal	ENTIDAD-OBSERVABLE	pulso fetal
velocidad de filtracion	velocidad de filtracion	ENTIDAD-OBSERVABLE	velocidad de filtracion
anticuerpos antinucleares (entidad-observable)	anticuerpos antinucleares	ENTIDAD-OBSERVABLE	anticuerpos antinucleares
debilidad general	debilidad general	SINTOMA	debilidad general
del enfermo eutiroideo	del enfermo eutiroideo	ENFERMEDAD	del enfermo eutiroideo
bacilos	bacilos	SPECIES	bacilos
83 anos	83 anos	EDAD-SUJETO-ASISTENCIA	83 anos
prueba de ARN de sarscov2	prueba de ARN de sarscov2	PROCEDIMIENTO	prueba de ARN de sarscov2
crepitantes bilaterales	crepitantes bilaterales	SINTOMA	crepitantes bilaterales
dislipidemia	dislipidemia	ENFERMEDAD	dislipidemia
evaluacion de las extremidades inferiores	evaluacion de las extremidades inferiores	PROCEDIMIENTO	evaluacion de las extremidades inferiores
PCT (proteinas)	PCT	PROTEINAS	PCT
carga virica	carga virica	ENTIDAD-OBSERVABLE	carga virica
analisis moleculares	analisis moleculares	PROCEDIMIENTO	analisis moleculares
interferon  (proteinas)	interferon 	PROTEINAS	interferon 
2dia	2dia	FARMACO	2dia
paro cardiaco	paro cardiaco	ENFERMEDAD	paro cardiaco
frecuencia respiratoria	frecuencia respiratoria	ENTIDAD-OBSERVABLE	frecuencia respiratoria
captopril	captopril	FARMACO	captopril
administracion del antibiotico	administracion del antibiotico	PROCEDIMIENTO	administracion del antibiotico
temperatura axilar	temperatura axilar	ENTIDAD-OBSERVABLE	temperatura axilar
de coronavirus	de coronavirus	SPECIES	de coronavirus
aortitis autoinmunitaria de la aorta abdominal	aortitis autoinmunitaria de la aorta abdominal	ENFERMEDAD	aortitis autoinmunitaria de la aorta abdominal
arteriopatia coronaria trivascular	arteriopatia coronaria trivascular	ENFERMEDAD	arteriopatia coronaria trivascular
apendicitis aguda	apendicitis aguda	ENFERMEDAD	apendicitis aguda
62 anos	62 anos	EDAD-SUJETO-ASISTENCIA	62 anos
covid19 (enfermedad)	covid19	ENFERMEDAD	covid19
disfuncion respiratoria (enfermedad)	disfuncion respiratoria	ENFERMEDAD	disfuncion respiratoria
anosmia completa	anosmia completa	ENFERMEDAD	anosmia completa
bicarbonato sodico	bicarbonato sodico	FARMACO	bicarbonato sodico
embarazo (enfermedad)	embarazo	ENFERMEDAD	embarazo
mialgias	mialgias	SINTOMA	mialgias
ateroesclerosis	ateroesclerosis	ENFERMEDAD	ateroesclerosis
disminucion de la ingesta oral	disminucion de la ingesta oral	SINTOMA	disminucion de la ingesta oral
linfocitopenia (enfermedad)	linfocitopenia	ENFERMEDAD	linfocitopenia
sarcoidosis alveolar	sarcoidosis alveolar	ENFERMEDAD	sarcoidosis alveolar
tos seca	tos seca	SINTOMA	tos seca
desgarro vesical	desgarro vesical	ENFERMEDAD	desgarro vesical
28 anos	28 anos	EDAD-SUJETO-ASISTENCIA	28 anos
peptido natriuretico	peptido natriuretico	ENTIDAD-OBSERVABLE	peptido natriuretico
benralizumab	benralizumab	FARMACO	benralizumab
24 de febrero	24 de febrero	FECHAS	24 de febrero
66 anos	66 anos	EDAD-SUJETO-ASISTENCIA	66 anos
betametasona	betametasona	FARMACO	betametasona
paro cardiaco subito	paro cardiaco subito	ENFERMEDAD	paro cardiaco subito
pseudomonas aeruginosa	pseudomonas aeruginosa	SPECIES	pseudomonas aeruginosa
treponema pallidum	treponema pallidum	SPECIES	treponema pallidum
frotis de sangre	frotis de sangre	PROCEDIMIENTO	frotis de sangre
69 anos	69 anos	EDAD-SUJETO-ASISTENCIA	69 anos
FA (entidad-observable)	FA	ENTIDAD-OBSERVABLE	FA
estenosis focal moderada de la ACM	estenosis focal moderada de la ACM	ENFERMEDAD	estenosis focal moderada de la ACM
recien nacido	recien nacido	ENFERMEDAD	recien nacido
paralisis facial	paralisis facial	ENFERMEDAD	paralisis facial
20 de marzo	20 de marzo	FECHAS	20 de marzo
funcion renal	funcion renal	ENTIDAD-OBSERVABLE	funcion renal
4 de febrero de 2020	4 de febrero de 2020	FECHAS	4 de febrero de 2020
27 de abril	27 de abril	FECHAS	27 de abril
acido lactico	acido lactico	FARMACO	acido lactico
elevacion difusa del segmento ST	elevacion difusa del segmento ST	SINTOMA	elevacion difusa del segmento ST
gestacion	gestacion	ENFERMEDAD	gestacion
pruebas de acido nucleico del sarscov2	pruebas de acido nucleico del sarscov2	PROCEDIMIENTO	pruebas de acido nucleico del sarscov2
PCR en exudado nasofaringeo	PCR en exudado nasofaringeo	PROCEDIMIENTO	PCR en exudado nasofaringeo
PCR de sangre y LCR	PCR de sangre y LCR	PROCEDIMIENTO	PCR de sangre y LCR
virus de la gripe B	virus de la gripe B	SPECIES	virus de la gripe B
resonancia magnetica cardiaca	resonancia magnetica cardiaca	PROCEDIMIENTO	resonancia magnetica cardiaca
capacidad hepatica	capacidad hepatica	ENTIDAD-OBSERVABLE	capacidad hepatica
adenopatias mediastinicas	adenopatias mediastinicas	ENFERMEDAD	adenopatias mediastinicas
consumo de oxigeno decreciente	consumo de oxigeno decreciente	SINTOMA	consumo de oxigeno decreciente
abril de 2020	abril de 2020	FECHAS	abril de 2020
BC	BC	PROTEINAS	BC
aumento de la creatinacinasa	aumento de la creatinacinasa	SINTOMA	aumento de la creatinacinasa
alteracion del estado mental	alteracion del estado mental	SINTOMA	alteracion del estado mental
oxigeno arterial	oxigeno arterial	ENTIDAD-OBSERVABLE	oxigeno arterial
enfermedades cardiovasculares	enfermedades cardiovasculares	ENFERMEDAD	enfermedades cardiovasculares
IFN B (proteinas)	IFN B	PROTEINAS	IFN B
atelectasia subsegmentaria	atelectasia subsegmentaria	ENFERMEDAD	atelectasia subsegmentaria
sintomas respiratorios leves	sintomas respiratorios leves	SINTOMA	sintomas respiratorios leves
disnea espiratoria	disnea espiratoria	SINTOMA	disnea espiratoria
tos seca convulsiva	tos seca convulsiva	SINTOMA	tos seca convulsiva
noradrenalina	noradrenalina	FARMACO	noradrenalina
ciclesonida	ciclesonida	FARMACO	ciclesonida
dexametasona	dexametasona	FARMACO	dexametasona
ecografia renal	ecografia renal	PROCEDIMIENTO	ecografia renal
disminucion de la asat	disminucion de la asat	SINTOMA	disminucion de la asat
hemiplegia faciobraquiofemoral	hemiplegia faciobraquiofemoral	ENFERMEDAD	hemiplegia faciobraquiofemoral
interferon beta 12	interferon beta 12	PROTEINAS	interferon beta 12
omeprazol	omeprazol	FARMACO	omeprazol
cd4cd8	cd4cd8	PROTEINAS	cd4cd8
volumen globular	volumen globular	ENTIDAD-OBSERVABLE	volumen globular
hipotiroidismo	hipotiroidismo	ENFERMEDAD	hipotiroidismo
1 de abril	1 de abril	FECHAS	1 de abril
troponina T	troponina T	PROTEINAS	troponina T
crisis epileptica	crisis epileptica	ENFERMEDAD	crisis epileptica
insulina (proteinas)	insulina	PROTEINAS	insulina
fibrina	fibrina	PROTEINAS	fibrina
ateroesclerosis aortica	ateroesclerosis aortica	ENFERMEDAD	ateroesclerosis aortica
hipocinesia de los segmentos inferior e inferolateral del ventriculo (enfermedad)	hipocinesia de los segmentos inferior e inferolateral del ventriculo	ENFERMEDAD	hipocinesia de los segmentos inferior e inferolateral del ventriculo
babinski	babinski	PROTEINAS	babinski
creatinina	creatinina	FARMACO	creatinina
poliuria	poliuria	SINTOMA	poliuria
paro cardiaco mortal	paro cardiaco mortal	ENFERMEDAD	paro cardiaco mortal
insectos	insectos	SPECIES	insectos
ambroxol	ambroxol	FARMACO	ambroxol
anticuerpos de covid19	anticuerpos de covid19	PROTEINAS	anticuerpos de covid19
congestion faringea	congestion faringea	SINTOMA	congestion faringea
dolor toracico pleural	dolor toracico pleural	SINTOMA	dolor toracico pleural
amoxicilina	amoxicilina	FARMACO	amoxicilina
opresion toracica	opresion toracica	SINTOMA	opresion toracica
ferritina (proteinas)	ferritina	PROTEINAS	ferritina
tos	tos	SINTOMA	tos
de la sexta vertebra toracica	de la sexta vertebra toracica	ENFERMEDAD	de la sexta vertebra toracica
30 de enero	30 de enero	FECHAS	30 de enero
delirio confusional (sintoma)	delirio confusional	SINTOMA	delirio confusional
necrosis con ulceracion de la mucosa de 12mm en cara anterior del ciego	necrosis con ulceracion de la mucosa de 12mm en cara anterior del ciego	ENFERMEDAD	necrosis con ulceracion de la mucosa de 12mm en cara anterior del ciego
ribavirina	ribavirina	FARMACO	ribavirina
82 anos	82 anos	EDAD-SUJETO-ASISTENCIA	82 anos
anticuerpos antcd20	anticuerpos antcd20	PROTEINAS	anticuerpos antcd20
potasio serico	potasio serico	ENTIDAD-OBSERVABLE	potasio serico
disminucion bilateral de los ruidos respiratorios	disminucion bilateral de los ruidos respiratorios	SINTOMA	disminucion bilateral de los ruidos respiratorios
aumento de la cifra de eritrocitos	aumento de la cifra de eritrocitos	SINTOMA	aumento de la cifra de eritrocitos
microlitro	microlitro	PROTEINAS	microlitro
proteinas	proteinas	PROTEINAS	proteinas
ampicilina	ampicilina	FARMACO	ampicilina
estrasburgo	estrasburgo	TERRITORIO	estrasburgo
anomalias de las extremidades superiores (enfermedad)	anomalias de las extremidades superiores	ENFERMEDAD	anomalias de las extremidades superiores
hipertension arterial sistemica	hipertension arterial sistemica	ENFERMEDAD	hipertension arterial sistemica
59 anos	59 anos	EDAD-SUJETO-ASISTENCIA	59 anos
tocilizumab (farmaco)	tocilizumab	FARMACO	tocilizumab
angiotomografia craneomaxilofacial	angiotomografia craneomaxilofacial	PROCEDIMIENTO	angiotomografia craneomaxilofacial
troponina I ultrasensible	troponina I ultrasensible	PROTEINAS	troponina I ultrasensible
auscultacion toracica	auscultacion toracica	PROCEDIMIENTO	auscultacion toracica
acidosis respiratoria	acidosis respiratoria	ENFERMEDAD	acidosis respiratoria
ventilacion mecanica invasiva	ventilacion mecanica invasiva	PROCEDIMIENTO	ventilacion mecanica invasiva
leucocitopenia (sintoma)	leucocitopenia	SINTOMA	leucocitopenia
1 de febrero	1 de febrero	FECHAS	1 de febrero
6 anos	6 anos	EDAD-SUJETO-ASISTENCIA	6 anos
descenso del segmento ST en v2v4	descenso del segmento ST en v2v4	SINTOMA	descenso del segmento ST en v2v4
intubado	intubado	PROCEDIMIENTO	intubado
aumento de perimetro respecto a contralateral	aumento de perimetro respecto a contralateral	SINTOMA	aumento de perimetro respecto a contralateral
plasmaferesis	plasmaferesis	PROCEDIMIENTO	plasmaferesis
timosina	timosina	FARMACO	timosina
taquicardia (enfermedad)	taquicardia	ENFERMEDAD	taquicardia
46 anos	46 anos	EDAD-SUJETO-ASISTENCIA	46 anos
dorsalgia en la zona dorsallumbar	dorsalgia en la zona dorsallumbar	SINTOMA	dorsalgia en la zona dorsallumbar
oxigeno (farmaco)	oxigeno	FARMACO	oxigeno
extubacion	extubacion	PROCEDIMIENTO	extubacion
restriccion hidrica	restriccion hidrica	PROCEDIMIENTO	restriccion hidrica
vasopresores	vasopresores	PROCEDIMIENTO	vasopresores
provincia de hubei	provincia de hubei	TERRITORIO	provincia de hubei
bilioso	bilioso	SINTOMA	bilioso
erupcion farmacologica	erupcion farmacologica	ENFERMEDAD	erupcion farmacologica
pruebas de esputo	pruebas de esputo	PROCEDIMIENTO	pruebas de esputo
ventilacion invasiva	ventilacion invasiva	PROCEDIMIENTO	ventilacion invasiva
29	29	FECHAS	29
cefepima	cefepima	FARMACO	cefepima
yiyang (enfermedad)	yiyang	ENFERMEDAD	yiyang
hospital e prontosocorro delphina rinaldi abdel aziz	hospital e prontosocorro delphina rinaldi abdel aziz	HOSPITAL	hospital e prontosocorro delphina rinaldi abdel aziz
anticoagulantes	anticoagulantes	PROCEDIMIENTO	anticoagulantes
analisis de liquido cefalorraquideo	analisis de liquido cefalorraquideo	PROCEDIMIENTO	analisis de liquido cefalorraquideo
alaninatransaminasa (entidad-observable)	alaninatransaminasa	ENTIDAD-OBSERVABLE	alaninatransaminasa
interferon alfa2b (farmaco)	interferon alfa2b	FARMACO	interferon alfa2b
coagulacion intravascular generalizada	coagulacion intravascular generalizada	ENFERMEDAD	coagulacion intravascular generalizada
lumbalgia	lumbalgia	SINTOMA	lumbalgia
arbidol	arbidol	FARMACO	arbidol
tiempo de protrombina	tiempo de protrombina	ENTIDAD-OBSERVABLE	tiempo de protrombina
SMX	SMX	FARMACO	SMX
2 de febrero de 2020	2 de febrero de 2020	FECHAS	2 de febrero de 2020
infiltrados parcheados bilaterales en ambos pulmones	infiltrados parcheados bilaterales en ambos pulmones	SINTOMA	infiltrados parcheados bilaterales en ambos pulmones
atorvastatina	atorvastatina	FARMACO	atorvastatina
baja saturacion de oxigeno	baja saturacion de oxigeno	SINTOMA	baja saturacion de oxigeno
covid19 en la zona epidemica	covid19 en la zona epidemica	ENFERMEDAD	covid19 en la zona epidemica
TAC pulmonar	TAC pulmonar	PROCEDIMIENTO	TAC pulmonar
TAC toracica de la madre	TAC toracica de la madre	PROCEDIMIENTO	TAC toracica de la madre
ecografia toracica	ecografia toracica	PROCEDIMIENTO	ecografia toracica
preeclampsia	preeclampsia	ENFERMEDAD	preeclampsia
trombosis venosa	trombosis venosa	ENFERMEDAD	trombosis venosa
11 anos	11 anos	EDAD-SUJETO-ASISTENCIA	11 anos
TAC de alta resolucion	TAC de alta resolucion	PROCEDIMIENTO	TAC de alta resolucion
etambutol	etambutol	FARMACO	etambutol
CRP	CRP	ENTIDAD-OBSERVABLE	CRP
aumento de la LDH	aumento de la LDH	SINTOMA	aumento de la LDH
TAC de las fosas nasales (sintoma)	TAC de las fosas nasales	SINTOMA	TAC de las fosas nasales
CD3	CD3	PROTEINAS	CD3
bergamo	bergamo	TERRITORIO	bergamo
acidosis transitoria	acidosis transitoria	ENFERMEDAD	acidosis transitoria
tratamiento con metilprednisolona	tratamiento con metilprednisolona	PROCEDIMIENTO	tratamiento con metilprednisolona
16 de febrero	16 de febrero	FECHAS	16 de febrero
Kit	Kit	PROTEINAS	Kit
adalimumab	adalimumab	FARMACO	adalimumab
PCR de LCR	PCR de LCR	PROCEDIMIENTO	PCR de LCR
proteina creactiva262	proteina creactiva262	PROTEINAS	proteina creactiva262
respiracion asistida	respiracion asistida	PROCEDIMIENTO	respiracion asistida
15g	15g	FARMACO	15g
angiotomografia computarizada coronaria	angiotomografia computarizada coronaria	PROCEDIMIENTO	angiotomografia computarizada coronaria
PCR de las heces	PCR de las heces	PROCEDIMIENTO	PCR de las heces
Cr	Cr	FARMACO	Cr
disminucion de los movimientos fetales	disminucion de los movimientos fetales	SINTOMA	disminucion de los movimientos fetales
citrobacter freundii	citrobacter freundii	SPECIES	citrobacter freundii
sarscov2 (farmaco)	sarscov2	FARMACO	sarscov2
15 de marzo de 2020	15 de marzo de 2020	FECHAS	15 de marzo de 2020
presion arterial	presion arterial	ENTIDAD-OBSERVABLE	presion arterial
parestesia	parestesia	SINTOMA	parestesia
anticuerpos antinucleares (proteinas)	anticuerpos antinucleares	PROTEINAS	anticuerpos antinucleares
debilidad facial	debilidad facial	SINTOMA	debilidad facial
tabaquismo (sintoma)	tabaquismo	SINTOMA	tabaquismo
mareos	mareos	SINTOMA	mareos
rickettsia	rickettsia	SPECIES	rickettsia
31 anos	31 anos	EDAD-SUJETO-ASISTENCIA	31 anos
frotis nasofaringeos	frotis nasofaringeos	PROCEDIMIENTO	frotis nasofaringeos
paracetamol	paracetamol	FARMACO	paracetamol
astenia	astenia	SINTOMA	astenia
condensacion pulmonar	condensacion pulmonar	ENFERMEDAD	condensacion pulmonar
infecciones endemicas	infecciones endemicas	ENFERMEDAD	infecciones endemicas
oxigenoterapia	oxigenoterapia	PROCEDIMIENTO	oxigenoterapia
citometria de flujo	citometria de flujo	PROCEDIMIENTO	citometria de flujo
79 anos	79 anos	EDAD-SUJETO-ASISTENCIA	79 anos
empeoramiento del estado respiratorio	empeoramiento del estado respiratorio	SINTOMA	empeoramiento del estado respiratorio
67 anos	67 anos	EDAD-SUJETO-ASISTENCIA	67 anos
EMG	EMG	PROCEDIMIENTO	EMG
interferon (proteinas)	interferon	PROTEINAS	interferon
T totales	T totales	PROTEINAS	T totales
interleucina (entidad-observable)	interleucina	ENTIDAD-OBSERVABLE	interleucina
irritacion de garganta	irritacion de garganta	SINTOMA	irritacion de garganta
sibilancias	sibilancias	SINTOMA	sibilancias
corticosteroides sistemicos	corticosteroides sistemicos	PROCEDIMIENTO	corticosteroides sistemicos
dolor a la palpacion en la pared toracica	dolor a la palpacion en la pared toracica	SINTOMA	dolor a la palpacion en la pared toracica
mascarilla N95	mascarilla N95	PROCEDIMIENTO	mascarilla N95
parestesia izquierda y paresia ipsilateral	parestesia izquierda y paresia ipsilateral	SINTOMA	parestesia izquierda y paresia ipsilateral
risperidona	risperidona	FARMACO	risperidona
sindrome de dificultad respiratoria aguda por coronavirus 2	sindrome de dificultad respiratoria aguda por coronavirus 2	ENFERMEDAD	sindrome de dificultad respiratoria aguda por coronavirus 2
hemofagocitosis	hemofagocitosis	ENFERMEDAD	hemofagocitosis
anemia grave	anemia grave	ENFERMEDAD	anemia grave
rtpcr (procedimiento)	rtpcr	PROCEDIMIENTO	rtpcr
bocavirus	bocavirus	SPECIES	bocavirus
aumento de la demanda de oxigeno	aumento de la demanda de oxigeno	SINTOMA	aumento de la demanda de oxigeno
BCG	BCG	FARMACO	BCG
ADA	ADA	PROTEINAS	ADA
19 de abril de 2020	19 de abril de 2020	FECHAS	19 de abril de 2020
virus	virus	SPECIES	virus
metaneumovirus humano	metaneumovirus humano	SPECIES	metaneumovirus humano
tratamiento antivirico	tratamiento antivirico	PROCEDIMIENTO	tratamiento antivirico
proteinorraquia (entidad-observable)	proteinorraquia	ENTIDAD-OBSERVABLE	proteinorraquia
SGB	SGB	ENFERMEDAD	SGB
troponina I (entidad-observable)	troponina I	ENTIDAD-OBSERVABLE	troponina I
retraccion subcostal	retraccion subcostal	SINTOMA	retraccion subcostal
