span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename
exploracion endoscopica	PROCEDIMIENTO	1	0.5	1	exploración endoscópico			exploración endoscópica	exploración endoscópica	32267483_ES
exploracion del nervio optico	PROCEDIMIENTO	1	0.5	1	exploración de+el nervio óptico			exploración del nervio óptico	exploración del nervio óptico	32592761_ES
exploracion de la motilidad ocular	PROCEDIMIENTO	1	0.5	1	exploración de el motilidad ocular			exploración de la motilidad ocular	exploración de la motilidad ocular	32592761_ES
exploracion de la boca	PROCEDIMIENTO	1	0.5	1	exploración de el boca			exploración de la boca	exploración de la boca	32593478_ES
exploracion cutanea	PROCEDIMIENTO	1	0.5	1	exploración cutáneo			exploración cutánea	exploración cutánea	32584431_ES
exploracion cognitiva	PROCEDIMIENTO	1	0.5	1	exploración cognitivo			exploración cognitiva	exploración cognitiva	32601756_ES
exploracion cervical	PROCEDIMIENTO	1	0.5	1	exploración cervical			exploración cervical	exploración cervical	32590725_ES
exploracion cardiopulmonar	PROCEDIMIENTO	1	0.5	1	exploración cardiopulmonar			exploración cardiopulmonar	exploración cardiopulmonar	32587121_ES
exploracion cardiaca	PROCEDIMIENTO	2	1.0	1	exploración cardíaco			exploración cardíaca	exploración cardíaca	32292053_ES, 32198834_ES
exploracion cardiaca	PROCEDIMIENTO	2	1.0	1	exploración cardiaco			exploración cardiaca	exploración cardiaca	32292053_ES, 32198834_ES
exploracion abdominal	PROCEDIMIENTO	1	0.5	1	exploración abdominal			exploración abdominal	exploración abdominal	32294340_ES
evaluacion reumatologica	PROCEDIMIENTO	1	0.5	1	evaluación reumatológico			evaluación reumatológica	evaluación reumatológica	32292867_ES
evaluacion oftalmologica	PROCEDIMIENTO	1	0.5	1	evaluación oftalmológico			evaluación oftalmológica	evaluación oftalmológica	32592761_ES
evaluacion ecocardiografica	PROCEDIMIENTO	1	0.5	1	evaluación ecocardiográfico			evaluación ecocardiográfica	evaluación ecocardiográfica	32265235_ES
evaluacion de las extremidades inferiores	PROCEDIMIENTO	1	0.5	1	evaluación de el extremidad inferior			evaluación de las extremidades inferiores	evaluación de las extremidades inferiores	32617903B_ES
estudios de conduccion nerviosa sensorial	PROCEDIMIENTO	1	0.5	1	estudio de conducción nervioso sensorial			estudios de conducción nerviosa sensorial	estudios de conducción nerviosa sensorial	32619798_ES
estudio serologico	PROCEDIMIENTO	1	0.5	1	estudio serológico			estudio serológico	estudio serológico	32585767_ES
esteroides preventivos	PROCEDIMIENTO	1	0.5	1	esteroide preventivo			esteroides preventivos	esteroides preventivos	32554811_ES
esteroides por via topica	PROCEDIMIENTO	1	0.5	1	esteroide por vía tópico			esteroides por vía tópica	esteroides por vía tópica	32605712_ES
esteroides oftalmicos	PROCEDIMIENTO	1	0.5	1	esteroide oftálmico			esteroides oftálmicos	esteroides oftálmicos	32417987_ES
esteroides iv	PROCEDIMIENTO	1	0.5	1	esteroide iv			esteroides i.v	esteroides iv	32418288_ES
estabilizacion pulmonar	PROCEDIMIENTO	1	0.5	1	estabilización pulmonar			estabilización pulmonar	estabilización pulmonar	32399694­­_ES
esplenectomia	PROCEDIMIENTO	1	0.5	1	esplenectomía			esplenectomía	esplenectomía	32198834_ES
ensayo rtpcr del LCR	PROCEDIMIENTO	1	0.5	1	ensayo rtpcr de+el LCR			ensayo RT-PCR del LCR	ensayo rtpcr del LCR	32589794_ES
ensayo inmunocromatografico	PROCEDIMIENTO	1	0.5	1	ensayo inmunocromatográfico			ensayo inmunocromatográfico	ensayo inmunocromatográfico	32585767_ES
ensayo de inmunoadsorcion enzimatica	PROCEDIMIENTO	1	0.5	1	ensayo de inmunoadsorción enzimático			ensayo de inmunoadsorción enzimática	ensayo de inmunoadsorción enzimática	32292053_ES
enjuagues bucales antisepticos	PROCEDIMIENTO	1	0.5	1	enjuague bucal antiséptico			enjuagues bucales antisépticos	enjuagues bucales antisépticos	32589314_ES
electromioneurograma	PROCEDIMIENTO	1	0.5	1	electromioneurograma			electromioneurograma	electromioneurograma	32601756_ES
electroforesis de proteina serica	PROCEDIMIENTO	1	0.5	1	electroforesis de proteína sérico			electroforesis de proteína sérica	electroforesis de proteína sérica	32615155_ES
electroestimulacion	PROCEDIMIENTO	1	0.5	1	electroestimulación			electroestimulación	electroestimulación	32329981_ES
electrodo en el cuero cabelludo fetal	PROCEDIMIENTO	1	0.5	1	electrodo en el cuero cabelludo fetal			electrodo en el cuero cabelludo fetal	electrodo en el cuero cabelludo fetal	32590725_ES
electrocardiogramas	PROCEDIMIENTO	1	0.5	1	electrocardiograma	29303009	C1623258	electrocardiogramas	electrocardiogramas	32586778_ES
electrocardiograficos	PROCEDIMIENTO	1	0.5	1	electrocardiográfico			electrocardiográficos	electrocardiográficos	32363351_ES
eegc	PROCEDIMIENTO	1	0.5	1	eegc			EEGc	eegc	32583150B_ES
ecografias toracicas	PROCEDIMIENTO	1	0.5	1	ecografía torácico			ecografías torácicas	ecografías torácicas	32602267_ES
ecografias pulmonares	PROCEDIMIENTO	1	0.5	1	ecografía pulmonar			ecografías pulmonares	ecografías pulmonares	32196627_ES
ecografias en las extremidades superiores e inferiores	PROCEDIMIENTO	1	0.5	1	ecografía en el extremidad superior y inferior			ecografías en las extremidades superiores e inferiores	ecografías en las extremidades superiores e inferiores	32426200_ES
ecografias craneales	PROCEDIMIENTO	1	0.5	1	ecografía craneal			ecografías craneales	ecografías craneales	32583150B_ES
ecografia intraoperatoria	PROCEDIMIENTO	1	0.5	1	ecografía intraoperatorio			ecografía intraoperatoria	ecografía intraoperatoria	32589931_ES
ecografia fetal	PROCEDIMIENTO	1	0.5	1	ecografía fetal			ecografía fetal	ecografía fetal	32119083_ES
ecografia doppler fetales	PROCEDIMIENTO	1	0.5	1	ecografía doppler fetal			ecografia Doppler fetales	ecografia doppler fetales	32637327B_ES
ecografia doble intraoperatoria	PROCEDIMIENTO	1	0.5	1	ecografía doble intraoperatorio			ecografía doble intraoperatoria	ecografía doble intraoperatoria	32589931_ES
ecografia doble	PROCEDIMIENTO	1	0.5	1	ecografía doble			ecografía doble	ecografía doble	32589931_ES
ecografia craneal	PROCEDIMIENTO	1	0.5	1	ecografía craneal			ecografía craneal	ecografía craneal	32583150B_ES
ecografia compresiva de la porcion proximal de la vena femoral derecha	PROCEDIMIENTO	1	0.5	1	ecografía compresivo de el porción proximal de el vena femoral derecha			ecografía compresiva de la porción proximal de la vena femoral derecha	ecografía compresiva de la porción proximal de la vena femoral derecha	32399449_ES
ecografia compresiva	PROCEDIMIENTO	1	0.5	1	ecografía compresivo			ecografía compresiva	ecografía compresiva	32399449-B_ES
ecografia a pie de cama	PROCEDIMIENTO	1	0.5	1	ecografía a pie de cama			ecografía a pie de cama	ecografía a pie de cama	32399449-B_ES
ecografia a pie	PROCEDIMIENTO	1	0.5	1	ecografía a pie			ecografía a pie	ecografía a pie	32609542_ES
ecocardiograma bidimensional	PROCEDIMIENTO	1	0.5	1	ecocardiograma bidimensional			ecocardiograma bidimensional	ecocardiograma bidimensional	32427645_ES
ecocardiografia a pie de cama	PROCEDIMIENTO	1	0.5	1	ecocardiografía a pie de cama			ecocardiografía a pie de cama	ecocardiografía a pie de cama	32277408_ES
diureticos intravenosos	PROCEDIMIENTO	1	0.5	1	diurético intravenoso			diuréticos intravenosos	diuréticos intravenosos	32622483_ES
diureticos	PROCEDIMIENTO	1	0.5	1	diurético			diuréticos	diuréticos	32616174_ES
dialisis local de utah	PROCEDIMIENTO	1	0.5	1	diálisis local de utah			diálisis local de Utah	diálisis local de utah	32222713_ES
descompresion urgente de su neumotorax	PROCEDIMIENTO	1	0.5	1	descompresión urgente de su neumotórax			descompresión urgente de su neumotórax	descompresión urgente de su neumotórax	32423911_ES
cultivos viricos en celulas vero	PROCEDIMIENTO	1	0.5	1	cultivo vírico en célula vero			cultivos víricos en células vero	cultivos víricos en células vero	32638347C_ES
cultivos viricos de esputo y secreciones nasofaringeas	PROCEDIMIENTO	1	0.5	1	cultivo vírico de esputo y secreción nasofaríngeo			cultivos víricos de esputo y secreciones nasofaríngeas	cultivos víricos de esputo y secreciones nasofaríngeas	32638347A_ES
cultivos superficiales del virus del herpes simple	PROCEDIMIENTO	1	0.5	1	cultivo superficial de+el virus de+el herpes simple			cultivos superficiales del virus del herpes simple	cultivos superficiales del virus del herpes simple	32292054_ES
cultivos de sangre y de LCR	PROCEDIMIENTO	1	0.5	1	cultivo de sangre y de LCR			cultivos de sangre y de LCR	cultivos de sangre y de LCR	32292054_ES
cultivos de orina y esputo	PROCEDIMIENTO	1	0.5	1	cultivo de orina y esputo			cultivos de orina y esputo	cultivos de orina y esputo	32250095_ES
cultivos de orina	PROCEDIMIENTO	1	0.5	1	cultivo de orina	117010004	C0430404	cultivos de orina	cultivos de orina	32554811_ES
cultivos de las lesiones de la mano derecha	PROCEDIMIENTO	1	0.5	1	cultivo de el lesión de el mano derecho			cultivos de las lesiones de la mano derecha	cultivos de las lesiones de la mano derecha	32292054_ES
cultivos de heces	PROCEDIMIENTO	1	0.5	1	cultivo de hez	117028002	C0430414	cultivos de heces	cultivos de heces	32245909_ES
cultivos bacteriologicos	PROCEDIMIENTO	1	0.5	1	cultivo bacteriológico			cultivos bacteriológicos	cultivos bacteriológicos	32623310_ES
cultivos bacterianos y la PCR de liquido cefalorraquideo	PROCEDIMIENTO	1	0.5	1	cultivo bacteriano y el PCR de líquido cefalorraquídeo			cultivos bacterianos y la PCR de líquido cefalorraquídeo	cultivos bacterianos y la PCR de líquido cefalorraquídeo	32601756_ES
cultivos aerobicos de LCR	PROCEDIMIENTO	1	0.5	1	cultivo aeróbico de LCR			cultivos aeróbicos de LCR	cultivos aeróbicos de LCR	32653906_ES
cultivo de heces	PROCEDIMIENTO	1	0.5	1	cultivo de hez	117028002	C0430414	cultivo de heces	cultivo de heces	32554621_ES
cultivo de LCR	PROCEDIMIENTO	1	0.5	1	cultivo de LCR			cultivo de LCR	cultivo de LCR	32563170_ES
cribaje genetico	PROCEDIMIENTO	1	0.5	1	cribaje genético			cribaje genético	cribaje genético	32616174_ES
craneomaxilofacial	PROCEDIMIENTO	1	0.5	1	craneomaxilofacial			craneomaxilofacial	craneomaxilofacial	32360439-D_ES
corticosteroides sistemicos	PROCEDIMIENTO	1	0.5	1	corticosteroide sistémico			corticosteroides sistémicos	corticosteroides sistémicos	32399449_ES
corticosteroides por via inhalatoria	PROCEDIMIENTO	1	0.5	1	corticosteroide por vía inhalatorio			corticosteroides por vía inhalatoria	corticosteroides por vía inhalatoria	32553608­_A_ES
corticosteroides iv	PROCEDIMIENTO	1	0.5	1	corticosteroide iv			corticosteroides i.v	corticosteroides iv	32245909_ES
corticoides	PROCEDIMIENTO	1	0.5	1	corticoide			corticoides	corticoides	32364123_ES
corticoesteroides sistemicos	PROCEDIMIENTO	1	0.5	1	corticoesteroides sistémico			corticoesteroides sistémicos	corticoesteroides sistémicos	32553608­_A_ES
coronariografia	PROCEDIMIENTO	1	0.5	1	coronariografía			coronariografía	coronariografía	3229222_ES
control antiinfecciosas	PROCEDIMIENTO	1	0.5	1	control antiinfeccioso			control antiinfecciosas	control antiinfecciosas	32399450_ES
conduccion nerviosa	PROCEDIMIENTO	1	0.5	1	conducción nervioso			conducción nerviosa	conducción nerviosa	32586958_ES
compresas calientes	PROCEDIMIENTO	1	0.5	1	compresa caliente			compresas calientes	compresas calientes	32631770_ES
colonoscopia	PROCEDIMIENTO	1	0.5	1	colonoscopia	73761001	C0009378	colonoscopia	colonoscopia	32554621_ES
colocar el forceps	PROCEDIMIENTO	1	0.5	1	colocar el fórceps			colocar el fórceps	colocar el fórceps	32590725_ES
colocacion del cateter	PROCEDIMIENTO	1	0.5	1	colocación de+el catéter			colocación del catéter	colocación del catéter	32605766_ES
colocacion de dos stents farmacoactivos	PROCEDIMIENTO	1	0.5	1	colocación de 2 stent farmacoactivos			colocación de dos stents farmacoactivos	colocación de dos stents farmacoactivos	32586778_ES
colectomia derecha	PROCEDIMIENTO	1	0.5	1	colectomía derecho			colectomía derecha	colectomía derecha	32402416­_ES
colangiorresonancia	PROCEDIMIENTO	1	0.5	1	colangiorresonancia			colangiorresonancia	colangiorresonancia	32653210_ES
citometria de flujo	PROCEDIMIENTO	1	0.5	1	citometría de flujo			citometría de flujo	citometría de flujo	32292053_ES
cistectomia transuretral	PROCEDIMIENTO	1	0.5	1	cistectomía transuretral			cistectomía transuretral	cistectomía transuretral	32622819A_ES
cesarea primaria	PROCEDIMIENTO	1	0.5	1	cesárea primario			cesárea primaria	cesárea primaria	32363336-B_ES
cateterizacion cardiaca	PROCEDIMIENTO	1	0.5	1	cateterización cardíaco			cateterización cardíaca	cateterización cardíaca	32586778_ES
cateterismo venoso bicavo y aortico central	PROCEDIMIENTO	1	0.5	1	cateterismo venoso bicavo y aórtico central			cateterismo venoso bicavo y aórtico central	cateterismo venoso bicavo y aórtico central	32360384_ES
cateter venoso en la vena yugular derecha	PROCEDIMIENTO	1	0.5	1	catéter venoso en el vena yugular derecha			catéter venoso en la vena yugular derecha	catéter venoso en la vena yugular derecha	32275347_ES
cateter urinario	PROCEDIMIENTO	1	0.5	1	catéter urinario			catéter urinario	catéter urinario	32605766_ES
cateter de swanganz	PROCEDIMIENTO	1	0.5	1	catéter de swanganz			catéter de Swan-Ganz	catéter de swanganz	3229222_ES
cateter de presion interna	PROCEDIMIENTO	1	0.5	1	catéter de presión interno			catéter de presión interna	catéter de presión interna	32590725_ES
cateter de fogarty en varios abordajes femoral y popliteo subgenicular	PROCEDIMIENTO	1	0.5	1	catéter de fogarty en varios abordaje femoral y poplíteo subgenicular			catéter de Fogarty en varios abordajes (femoral y poplíteo subgenicular	catéter de fogarty en varios abordajes femoral y poplíteo subgenicular	32589931_ES
cateter 20G en la arteria radial derecha	PROCEDIMIENTO	1	0.5	1	catéter 20 G en el arteria radial derecha			catéter 20G en la arteria radial derecha	catéter 20G en la arteria radial derecha	32589931_ES
cardiotocografia fetal	PROCEDIMIENTO	1	0.5	1	cardiotocografía fetal			cardiotocografía fetal	cardiotocografía fetal	32637327A_ES
cardiotocografia	PROCEDIMIENTO	1	0.5	1	cardiotocografía			cardiotocografía	cardiotocografía	32637327B_ES
bypass gastrico	PROCEDIMIENTO	1	0.5	1	bypass gástrico			bypass gástrico	bypass gástrico	32653960_ES
bolos iv	PROCEDIMIENTO	1	0.5	1	bolo iv			bolos i.v	bolos iv	32631838_ES
biopsias de los pulmones	PROCEDIMIENTO	1	0.5	1	biopsia de el pulmón			biopsias de los pulmones	biopsias de los pulmones	32085846_ES
biopsias	PROCEDIMIENTO	1	0.5	1	biopsia	129314006, 86273004	C0005558, C0005558	biopsias	biopsias	32636116_ES
biopsia renal	PROCEDIMIENTO	1	0.5	1	biopsia renal	7246002	C0194073	biopsia renal	biopsia renal	32292867_ES
biopsia endomiocardica	PROCEDIMIENTO	1	0.5	1	biopsia endomiocárdica			biopsia endomiocárdica	biopsia endomiocárdica	32267502_ES
biopsia en sacabocados de 5 mm de la nalga izquierda	PROCEDIMIENTO	1	0.5	1	biopsia en sacabocados de 5 mm de el nalga izquierdo			biopsia en sacabocados de 5 mm de la nalga izquierda	biopsia en sacabocados de 5 mm de la nalga izquierda	32352487_ES
biopsia en fresco de piel	PROCEDIMIENTO	1	0.5	1	biopsia en fresco de piel			biopsia en fresco de piel	biopsia en fresco de piel	32352486_ES
biopsia de rinon guiada por ecografo	PROCEDIMIENTO	1	0.5	1	biopsia de riñón guiar por ecógrafo			biopsia de riñón guiada por ecógrafo	biopsia de riñón guiada por ecógrafo	32622819B_ES
biopsia de piel del hombro izquierdo	PROCEDIMIENTO	1	0.5	1	biopsia de piel de+el hombro izquierdo			biopsia de piel del hombro izquierdo	biopsia de piel del hombro izquierdo	32352486_ES
biopsia de piel	PROCEDIMIENTO	1	0.5	1	biopsia de piel	240977001	C0150866	biopsia de piel	biopsia de piel	32425356_ES
biopsia de medula osea	PROCEDIMIENTO	1	0.5	1	biopsia de médula óseo			biopsia de médula ósea	biopsia de médula ósea	32601756_ES
biopsia broncoscopica	PROCEDIMIENTO	1	0.5	1	biopsia broncoscópica			biopsia broncoscópica	biopsia broncoscópica	32165205_ES
balon de contrapulsacion y oxigenador extracorporeo de membrana ecmo venoarterial femoral	PROCEDIMIENTO	1	0.5	1	balón de contrapulsación y oxigenador extracorpórea de membrana ecmo venoarterial femoral			balón de contrapulsación y oxigenador extracorpóreo de membrana (ECMO) venoarterial femoral	balón de contrapulsación y oxigenador extracorpóreo de membrana ecmo venoarterial femoral	3229222_ES
autotrasplante de medula osea	PROCEDIMIENTO	1	0.5	1	autotrasplante de médula óseo			autotrasplante de médula ósea	autotrasplante de médula ósea	32615155_ES
auscultacion respiratoria	PROCEDIMIENTO	1	0.5	1	auscultación respiratorio			auscultación respiratoria	auscultación respiratoria	3229222_ES
auscultacion pulmonar posterior	PROCEDIMIENTO	1	0.5	1	auscultación pulmonar posterior			auscultación pulmonar posterior	auscultación pulmonar posterior	32612435_ES
auscultacion cardiopulmonar	PROCEDIMIENTO	1	0.5	1	auscultación cardiopulmonar			auscultación cardiopulmonar	auscultación cardiopulmonar	32631646_ES
auscultacion cardiaca	PROCEDIMIENTO	1	0.5	1	auscultación cardiaco			auscultación cardiaca	auscultación cardiaca	32607304_Es
aspirados nasofaringeos	PROCEDIMIENTO	1	0.5	1	aspirar nasofaríngeo			aspirados nasofaríngeos	aspirados nasofaríngeos	32554811_ES
aspirados medulares	PROCEDIMIENTO	1	0.5	1	aspirar medular			aspirados medulares	aspirados medulares	32636116_ES
aspirados de medula osea	PROCEDIMIENTO	1	0.5	1	aspirar de médula óseo			aspirados de médula ósea	aspirados de médula ósea	32615155_ES
aspirado nasofaringeo	PROCEDIMIENTO	1	0.5	1	aspirar nasofaríngeo			aspirado nasofaríngeo	aspirado nasofaríngeo	32363217_ES
aspirado medular	PROCEDIMIENTO	1	0.5	1	aspirar medular			aspirado medular	aspirado medular	32294340_ES
aspirado de medula osea	PROCEDIMIENTO	1	0.5	1	aspirar de médula óseo			aspirado de médula ósea	aspirado de médula ósea	32615155_ES
aspiracion del esputo	PROCEDIMIENTO	1	0.5	1	aspiración de+el esputo			aspiración del esputo	aspiración del esputo	32179908_ES
aspiracion de canula orotraqueal	PROCEDIMIENTO	1	0.5	1	aspiración de cánula orotraqueal			aspiración de cánula orotraqueal	aspiración de cánula orotraqueal	32638890_ES
aptc de doble energia	PROCEDIMIENTO	1	0.5	1	aptc de doble energía			APTC de doble energía	aptc de doble energía	32402687_ES
apendicectomia	PROCEDIMIENTO	1	0.5	1	apendicectomía			apendicectomía	apendicectomía	32631645_ES
antiviricos y corticosteroides	PROCEDIMIENTO	1	0.5	1	antivírico y corticosteroide			antivíricos y corticosteroides	antivíricos y corticosteroides	32359711_ES
antinflamatorios no esteroideos	PROCEDIMIENTO	1	0.5	1	antinflamatorios no esteroideo	16403005	C0003211	antinflamatorios no esteroideos	antinflamatorios no esteroideos	32205138_ES
antiinflamatorios no esteroideos	PROCEDIMIENTO	1	0.5	1	antiinflamatorio no esteroideo	16403005	C0003211	antiinflamatorios no esteroideos	antiinflamatorios no esteroideos	32607304_Es
antiinflamatorios	PROCEDIMIENTO	1	0.5	1	antiinflamatorio	72897008	C0003209	antiinflamatorios	antiinflamatorios	32032497_ES
antihistaminicos	PROCEDIMIENTO	1	0.5	1	antihistamínico			antihistamínicos	antihistamínicos	32294273_ES
antihipertensivos	PROCEDIMIENTO	1	0.5	1	antihipertensivo	318949000	C0350167	antihipertensivos	antihipertensivos	32292904_ES
anticoagulantes profilacticos	PROCEDIMIENTO	1	0.5	1	anticoagulante profiláctico			anticoagulantes profilácticos	anticoagulantes profilácticos	32590725_ES
anticoagulantes preventivos	PROCEDIMIENTO	1	0.5	1	anticoagulante preventivo			anticoagulantes preventivos	anticoagulantes preventivos	32638347B_ES
anticoagulantes orales	PROCEDIMIENTO	1	0.5	1	anticoagulante oral	319725001	C0354604	anticoagulantes orales	anticoagulantes orales	32589931_ES
anticoagulante por via oral	PROCEDIMIENTO	1	0.5	1	anticoagulante por vía oral			anticoagulante por vía oral	anticoagulante por vía oral	32617903A_ES
anticoagulacion con heparina	PROCEDIMIENTO	1	0.5	1	anticoagulación con heparina			anticoagulación con heparina	anticoagulación con heparina	32622483_ES
antibioticos y antifungicos	PROCEDIMIENTO	1	0.5	1	antibiótico y antifúngico			antibióticos y antifúngicos	antibióticos y antifúngicos	32636116_ES
antibioticos orales	PROCEDIMIENTO	1	0.5	1	antibiótico oral			antibióticos orales	antibióticos orales	32292054_ES
antibioticos betalactamicos intravenosos	PROCEDIMIENTO	1	0.5	1	antibiótico betalactámico intravenoso			antibióticos betalactámicos intravenosos	antibióticos betalactámicos intravenosos	32412848_ES
antibiograma	PROCEDIMIENTO	1	0.5	1	antibiograma	14788002	C0201179	antibiograma	antibiograma	32594151_ES
antiagregantes plaquetarios	PROCEDIMIENTO	1	0.5	1	antiagregantes plaquetario			antiagregantes plaquetarios	antiagregantes plaquetarios	32586778_ES
angiotomografia	PROCEDIMIENTO	1	0.5	1	angiotomografía			angiotomografía	angiotomografía	32424482_ES
angiografia por resonancia magnetica	PROCEDIMIENTO	1	0.5	1	angiografía por resonancia magnético			angiografía por resonancia magnética	angiografía por resonancia magnética	32360439-D_ES
anestesicos topicos	PROCEDIMIENTO	1	0.5	1	anestésico tópico			anestésicos tópicos	anestésicos tópicos	32589314_ES
anestesia general	PROCEDIMIENTO	1	0.5	1	anestesia general	50697003	C0002915	anestesia general	anestesia general	32589931_ES
anestesia epidural	PROCEDIMIENTO	1	0.5	1	anestesia epidural	18946005	C0002913	anestesia epidural	anestesia epidural	32119083_ES
anestesia	PROCEDIMIENTO	1	0.5	1	anestesiar	33653009	C0278134	anestesia	anestesia	32363336_ES
analisis toxicologico de orina	PROCEDIMIENTO	1	0.5	1	análisis toxicológico de orina			análisis toxicológico de orina	análisis toxicológico de orina	32593478_ES
analisis serologicos especificos para sarscov2	PROCEDIMIENTO	1	0.5	1	análisis serológico específico para sarscov2			análisis serológicos específicos para SARS-CoV-2	análisis serológicos específicos para sarscov2	32623310_ES
analisis serologico de aspergillus y antigenemia	PROCEDIMIENTO	1	0.5	1	análisis serológico de aspergillus y antigenemia			análisis serológico de Aspergillus y antigenemia	análisis serológico de aspergillus y antigenemia	32623310_ES
analisis moleculares	PROCEDIMIENTO	1	0.5	1	análisis molecular			análisis moleculares	análisis moleculares	32267502_ES
analisis histopatologico de la tromboembolectomia	PROCEDIMIENTO	1	0.5	1	análisis histopatológico de el tromboembolectomía			análisis histopatológico de la tromboembolectomía	análisis histopatológico de la tromboembolectomía	32562891_ES
analisis histologico placentario	PROCEDIMIENTO	1	0.5	1	análisis histológico placentario			análisis histológico placentario	análisis histológico placentario	32637327A_ES
analisis electromiograficos	PROCEDIMIENTO	1	0.5	1	análisis electromiográfico			Análisis electromiográficos	análisis electromiográficos	32586958_ES
analisis de ttpa	PROCEDIMIENTO	1	0.5	1	análisis de ttpa			análisis de TTPa	análisis de ttpa	32401344_ES
analisis de sangre y microbiologicos	PROCEDIMIENTO	1	0.5	1	análisis de sangre y microbiológico			análisis de sangre y microbiológicos	análisis de sangre y microbiológicos	32594151_ES
analisis de sangre y de orina	PROCEDIMIENTO	1	0.5	1	análisis de sangre y de orina			análisis de sangre y de orina	análisis de sangre y de orina	32639064_ES
analisis de orina mediante cateter	PROCEDIMIENTO	1	0.5	1	análisis de orina mediante catéter			análisis de orina mediante catéter	análisis de orina mediante catéter	32265235_ES
analisis de hipercoagulabilidad	PROCEDIMIENTO	1	0.5	1	análisis de hipercoagulabilidad			análisis de hipercoagulabilidad	análisis de hipercoagulabilidad	32426200_ES
analisis de	PROCEDIMIENTO	1	0.5	1	análisis de			análisis de	análisis de	32418288_ES
analisis completo autoinmunitario	PROCEDIMIENTO	1	0.5	1	análisis completo autoinmunitario			análisis completo autoinmunitario	análisis completo autoinmunitario	32292867_ES
analisis citometrico y bioquimico de LCR	PROCEDIMIENTO	1	0.5	1	análisis citométrico y bioquímico de LCR			análisis citométrico y bioquímico de LCR	análisis citométrico y bioquímico de LCR	32653906_ES
analisis citologico	PROCEDIMIENTO	1	0.5	1	análisis citológico			análisis citológico	análisis citológico	32594151_ES
analisis bioquimico serico	PROCEDIMIENTO	1	0.5	1	análisis bioquímico sérico			análisis bioquímico sérico	análisis bioquímico sérico	32168162_ES
amoxicilina por via oral	PROCEDIMIENTO	1	0.5	1	amoxicilina por vía oral			amoxicilina por vía oral	amoxicilina por vía oral	32639064_ES
amniotomia	PROCEDIMIENTO	1	0.5	1	amniotomía			amniotomía	amniotomía	32590725_ES
altas dosis de vasopresores	PROCEDIMIENTO	1	0.5	1	alto dosis de vasopresor			altas dosis de vasopresores	altas dosis de vasopresores	3229222_ES
alimentacion nasogastrica	PROCEDIMIENTO	1	0.5	1	alimentación nasogástrico			alimentación nasogástrica	alimentación nasogástrica	32426200_ES
aislamiento respiratorio	PROCEDIMIENTO	1	0.5	1	aislamiento respiratorio	439742002	C0748359	aislamiento respiratorio	aislamiento respiratorio	32609542_ES
administro oxigeno y antibioticos	PROCEDIMIENTO	1	0.5	1	administrar oxígeno y antibiótico			administró oxígeno y antibióticos	administró oxígeno y antibióticos	32320556_ES
administro oxigeno	PROCEDIMIENTO	1	0.5	1	administrar oxígeno			administró oxígeno	administró oxígeno	32586778_ES
administro hidratacion	PROCEDIMIENTO	1	0.5	1	administrar hidratación			administró hidratación	administró hidratación	32620682_ES
administro abipenem	PROCEDIMIENTO	1	0.5	1	administrar abipenem			administró abipenem	administró abipenem	32161941_ES
administraron corticoesteroides	PROCEDIMIENTO	1	0.5	1	administrar corticoesteroides			administraron corticoesteroides	administraron corticoesteroides	32590725_ES
administraron antiviricos	PROCEDIMIENTO	1	0.5	1	administrar antivírico			administraron antivíricos	administraron antivíricos	32557532_ES
administraron anticoagulantes	PROCEDIMIENTO	1	0.5	1	administrar anticoagulante			administraron anticoagulantes	administraron anticoagulantes	32427645_ES
administraron antibioticos y antipireticos	PROCEDIMIENTO	1	0.5	1	administrar antibiótico y antipirético			administraron antibióticos y antipiréticos	administraron antibióticos y antipiréticos	32637086B_ES
administracion oral	PROCEDIMIENTO	1	0.5	1	administración oral			administración oral	administración oral	32554621_ES
administracion del antibiotico	PROCEDIMIENTO	1	0.5	1	administración de+el antibiótico			administración del antibiótico	administración del antibiótico	32318729_ES
administracion de tensioactivos	PROCEDIMIENTO	1	0.5	1	administración de tensioactivo			administración de tensioactivos	administración de tensioactivos	32590725_ES
administracion de noradrenalina	PROCEDIMIENTO	1	0.5	1	administración de noradrenalina			administración de noradrenalina	administración de noradrenalina	32607564_ES
administracion de heparina de bajo peso molecular	PROCEDIMIENTO	1	0.5	1	administración de heparina de bajo peso molecular			administración de heparina de bajo peso molecular	administración de heparina de bajo peso molecular	32648092A_ES
administracion de esteroides	PROCEDIMIENTO	1	0.5	1	administración de esteroide			administración de esteroides	administración de esteroides	32418288_ES
administracion de colquicina	PROCEDIMIENTO	1	0.5	1	administración de colquicina			administración de colquicina	administración de colquicina	32584431_ES
administracion continua de fenobarbital	PROCEDIMIENTO	1	0.5	1	administración continuo de fenobarbital			administración continua de fenobarbital	administración continua de fenobarbital	32583150B_ES
ablacion cardiaca triple	PROCEDIMIENTO	1	0.5	1	ablación cardiaco triple			ablación cardiaca triple	ablación cardiaca triple	32329981_ES
TC posterior	PROCEDIMIENTO	1	0.5	1	TC posterior			TC posterior	TC posterior	32653210_ES
TC abdominopelvica	PROCEDIMIENTO	1	0.5	1	TC abdominopélvico			TC abdominopélvica	TC abdominopélvica	32402416­_ES
