span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename
disminucion significativa de la hiperintensidad del cortex prefrontal	SINTOMA	1	0.5	1	disminución significativo de el hiperintensidad de+el córtex prefrontal			disminución significativa de la hiperintensidad del córtex prefrontal	disminución significativa de la hiperintensidad del córtex prefrontal	32589794_ES
disminucion en los valores de deshidrogenasa lactica	SINTOMA	1	0.5	1	disminución en el valor de deshidrogenasa láctico			disminución en los valores de deshidrogenasa láctica	disminución en los valores de deshidrogenasa láctica	32587121_ES
disminucion del apetito	SINTOMA	1	0.5	1	disminución de+el apetito			disminución del apetito	disminución del apetito	32606105_ES
disminucion de proteina creactiva	SINTOMA	1	0.5	1	disminución de proteína creactiva			disminución de proteína C-reactiva	disminución de proteína creactiva	32635747_ES
disminucion de peso	SINTOMA	1	0.5	1	disminución de peso			disminución de peso	disminución de peso	32631646_ES
disminucion de los valores de proteina creactiva y de ferritina	SINTOMA	1	0.5	1	disminución de el valor de proteína creactiva y de ferritina			disminución de los valores de proteína C-reactiva y de ferritina	disminución de los valores de proteína creactiva y de ferritina	32648092A_ES
disminucion de los ruidos respiratorios con crepitantes en el campo pulmonar izquierdo inferior	SINTOMA	1	0.5	1	disminución de el ruido respiratorio con crepitante en el campo pulmonar izquierdo inferior			disminución de los ruidos respiratorios con crepitantes en el campo pulmonar izquierdo inferior	disminución de los ruidos respiratorios con crepitantes en el campo pulmonar izquierdo inferior	32399450_ES
disminucion de los ruidos respiratorios	SINTOMA	1	0.5	1	disminución de el ruido respiratorio			disminución de los ruidos respiratorios	disminución de los ruidos respiratorios	32267502_ES
disminucion de los movimientos fetales	SINTOMA	1	0.5	1	disminución de el movimiento fetal			disminución de los movimientos fetales	disminución de los movimientos fetales	32363336-B_ES
disminucion de los marcadores inflamatorios	SINTOMA	1	0.5	1	disminución de el marcador inflamatorio			disminución de los marcadores inflamatorios	disminución de los marcadores inflamatorios	32250095_ES
disminucion de las velocidades de conduccion sensitivas en los nervios explorados	SINTOMA	1	0.5	1	disminución de el velocidad de conducción sensitivo en el nervio explorar			disminución de las velocidades de conducción sensitivas en los nervios explorados	disminución de las velocidades de conducción sensitivas en los nervios explorados	32364123_ES
disminucion de la velocidad de conduccion motora peroneal	SINTOMA	1	0.5	1	disminución de el velocidad de conducción motor peroneal			disminución de la velocidad de conducción motora peroneal	disminución de la velocidad de conducción motora peroneal	32619798_ES
disminucion de la reactividad a estimulos acusticos	SINTOMA	1	0.5	1	disminución de el reactividad a estímulo acústico			disminución de la reactividad a estímulos acústicos	disminución de la reactividad a estímulos acústicos	32418288_ES
disminucion de la ingesta oral	SINTOMA	1	0.5	1	disminución de el ingesta oral			disminución de la ingesta oral	disminución de la ingesta oral	32360439_ES
disminucion de la fuerza bilateral	SINTOMA	1	0.5	1	disminución de el fuerza bilateral			disminución de la fuerza bilateral	disminución de la fuerza bilateral	32617903A_ES
disminucion de la consciencia	SINTOMA	1	0.5	1	disminución de el consciencia			disminución de la consciencia	disminución de la consciencia	32590204_ES
disminucion de la asat	SINTOMA	1	0.5	1	disminución de el asat			disminución de la ASAT	disminución de la asat	32635747_ES
disminucion de la actividad sistolica ventricular	SINTOMA	1	0.5	1	disminución de el actividad sistólico ventricular			disminución de la actividad sistólica ventricular	disminución de la actividad sistólica ventricular	32607304_Es
disminucion bilateral de los ruidos respiratorios	SINTOMA	1	0.5	1	disminución bilateral de el ruido respiratorio			disminución bilateral de los ruidos respiratorios	disminución bilateral de los ruidos respiratorios	32294340_ES
disgeusia	SINTOMA	1	0.5	1	disgeusia	1932001	C0013378, C0234297, C1282895, C1443073	disgeusia	disgeusia	32267483_ES
disfuncion ventricular izquierda con hipocinesis inferolateral	SINTOMA	1	0.5	1	disfunción ventricular izquierda con hipocinesis inferolateral			disfunción ventricular izquierda con hipocinesis inferolateral	disfunción ventricular izquierda con hipocinesis inferolateral	32586778_ES
disfuncion sistolica ventricular	SINTOMA	1	0.5	1	disfunción sistólico ventricular			disfunción sistólica ventricular	disfunción sistólica ventricular	32267502_ES
disfuncion sistolica biventricular	SINTOMA	1	0.5	1	disfunción sistólico biventricular			disfunción sistólica biventricular	disfunción sistólica biventricular	32427645_ES
disfuncion respiratoria	SINTOMA	1	0.5	1	disfunción respiratorio			disfunción respiratoria	disfunción respiratoria	32215898_ES
disfuncion renal persistente	SINTOMA	1	0.5	1	disfunción renal persistente			disfunción renal persistente	disfunción renal persistente	32198834_ES
disestesia	SINTOMA	1	0.5	1	disestesia	79151009, 279079003	C0392699, C0392699	disestesia	disestesia	32399950_ES
disartria	SINTOMA	1	0.5	1	disartria	8011004	C0013362	disartria	disartria	32586958_ES
diplopia	SINTOMA	1	0.5	1	diplopia			diplopia	diplopia	32563170_ES
dilatacion ventricular	SINTOMA	1	0.5	1	dilatación ventricular			dilatación ventricular	dilatación ventricular	32423738_ES
dificultades motoras	SINTOMA	1	0.5	1	dificultad motor			dificultades motoras	dificultades motoras	32605766_ES
dificultad para nombrar objetos	SINTOMA	1	0.5	1	dificultad para nombrar objeto			dificultad para nombrar objetos	dificultad para nombrar objetos	32611761B_ES
dificultad para la locomocion	SINTOMA	1	0.5	1	dificultad para el locomoción			dificultad para la locomoción	dificultad para la locomoción	32617903B_ES
dificultad para andar	SINTOMA	1	0.5	1	dificultad para andar	714997002	C4075006	dificultad para andar	dificultad para andar	32399950_ES
dificultad creciente para respirar	SINTOMA	1	0.5	1	dificultad creciente para respirar	230145002	C0013404	dificultad creciente para respirar	dificultad creciente para respirar	32427774_ES
diarreas	SINTOMA	1	0.5	1	diarrea	62315008	C0011991	diarreas	diarreas	32653210_ES
deterioro rapido de su estado respiratorio	SINTOMA	1	0.5	1	deterioro rápido de su estado respiratorio			deterioro rápido de su estado respiratorio	deterioro rápido de su estado respiratorio	32222713_ES
deterioro progresivo del estado respiratorio	SINTOMA	1	0.5	1	deterioro progresivo de+el estado respiratorio			deterioro progresivo del estado respiratorio	deterioro progresivo del estado respiratorio	32607304_Es
deterioro del estado mental	SINTOMA	1	0.5	1	deterioro de+el estado mental	390772001	C1279889	deterioro del estado mental	deterioro del estado mental	32293714_ES
deterioro de su estado general	SINTOMA	1	0.5	1	deterioro de su estado general			deterioro de su estado general	deterioro de su estado general	32638347B_ES
deterioro de la funcion renal	SINTOMA	1	0.5	1	deterioro de el función renal			deterioro de la función renal	deterioro de la función renal	32622483_ES
deterioro de la actividad renal	SINTOMA	1	0.5	1	deterioro de el actividad renal			deterioro de la actividad renal	deterioro de la actividad renal	32622819B_ES
deterioro de la actividad cardiaca	SINTOMA	1	0.5	1	deterioro de el actividad cardíaco			deterioro de la actividad cardíaca	deterioro de la actividad cardíaca	32277408_ES
deterioro cognitivo	SINTOMA	1	0.5	1	deterioro cognitivo	110352000	C1291708	deterioro cognitivo	deterioro cognitivo	32631645_ES
desplazamiento a wuhan	SINTOMA	1	0.5	1	desplazamiento a wuhan			desplazamiento a Wuhan	desplazamiento a wuhan	32119083_ES
despertable	SINTOMA	1	0.5	1	despertable			despertable	despertable	32637266B_ES
desorientada	SINTOMA	1	0.5	1	desorientar			desorientada	desorientada	32637266A_ES
desorientacion espaciotemporal	SINTOMA	1	0.5	1	desorientación espaciotemporal			desorientación espaciotemporal	desorientación espaciotemporal	32611761B_ES
desorientacion con excitacion psicomotora	SINTOMA	1	0.5	1	desorientación con excitación psicomotor			desorientación con excitación psicomotora	desorientación con excitación psicomotora	32399950_ES
desmayo	SINTOMA	1	0.5	1	desmayar			desmayó	desmayó	32417987_ES
descenso leve difuso del segmento PR y cambios difusos del segmento ST y la onda T La troponina I inicial era negativa	SINTOMA	1	0.5	1	descenso leve difuso de+el segmento PR y cambio difuso de+el segmento ST y el onda T la troponina I inicial ser negativo			descenso leve difuso del segmento PR y cambios difusos del segmento ST y la onda T. La troponina I inicial era negativa	descenso leve difuso del segmento PR y cambios difusos del segmento ST y la onda T La troponina I inicial era negativa	32363351_ES
descenso del segmento ST en v2v4	SINTOMA	1	0.5	1	descenso de+el segmento ST en v2v4			descenso del segmento ST en V2-V4	descenso del segmento ST en v2v4	32586778_ES
desaturacion de oxigeno	SINTOMA	1	0.5	1	desaturación de oxígeno			desaturación de oxígeno	desaturación de oxígeno	32402687_ES
deposiciones diarreicas	SINTOMA	1	0.5	1	deposición diarreico			deposiciones diarreicas	deposiciones diarreicas	32631646_ES
delirio confusional	SINTOMA	1	0.5	1	delirio confusional			delirio confusional	delirio confusional	32586752_ES
deficit de atencion	SINTOMA	1	0.5	1	déficit de atención			déficit de atención	déficit de atención	32637266B_ES
deficiencias de memoria	SINTOMA	1	0.5	1	deficiencia de memoria			deficiencias de memoria	deficiencias de memoria	32651243_ES
defensa en los cuadrantes superior e inferior	SINTOMA	1	0.5	1	defensa en el cuadrante superior y inferior			defensa en los cuadrantes superior e inferior	defensa en los cuadrantes superior e inferior	32427161_ES
defecto pupilar aferente	SINTOMA	1	0.5	1	defecto pupilar aferente	232121005	C0339662	defecto pupilar aferente	defecto pupilar aferente	32592761_ES
debilidad transitoria	SINTOMA	1	0.5	1	debilidad transitorio			debilidad transitoria	debilidad transitoria	32360439-D_ES
debilidad simetrica y global de las 4 extremidades	SINTOMA	1	0.5	1	debilidad simétrico y global de el 4 extremidad			debilidad simétrica y global de las 4 extremidades	debilidad simétrica y global de las 4 extremidades	32364123_ES
debilidad simetrica de rapida progresion en las extremidades inferiores	SINTOMA	1	0.5	1	debilidad simétrico de rápido progresión en el extremidad inferior			debilidad simétrica de rápida progresión en las extremidades inferiores	debilidad simétrica de rápida progresión en las extremidades inferiores	32399950_ES
debilidad progresiva en todas las extremidades	SINTOMA	1	0.5	1	debilidad progresivo en todo el extremidad			debilidad progresiva en todas las extremidades	debilidad progresiva en todas las extremidades	32399950_ES
debilidad progresiva en las extremidades inferiores	SINTOMA	1	0.5	1	debilidad progresivo en el extremidad inferior			debilidad progresiva en las extremidades inferiores	debilidad progresiva en las extremidades inferiores	32399694­­_ES
debilidad persistente bilateral en las extremidades inferiores	SINTOMA	1	0.5	1	debilidad persistente bilateral en el extremidad inferior			debilidad persistente bilateral en las extremidades inferiores	debilidad persistente bilateral en las extremidades inferiores	32617903B_ES
debilidad muscular general	SINTOMA	1	0.5	1	debilidad muscular general	26544005	C0151786	debilidad muscular general	debilidad muscular general	32639461_ES
debilidad motriz facial	SINTOMA	1	0.5	1	debilidad motriz facial	95666008	C0427055	debilidad motriz facial	debilidad motriz facial	32586958_ES
debilidad generalizada	SINTOMA	1	0.5	1	debilidad generalizar			debilidad generalizada	debilidad generalizada	32586676_ES
debilidad facial persistente	SINTOMA	1	0.5	1	debilidad facial persistente			debilidad facial persistente	debilidad facial persistente	32586958_ES
debilidad facial estable	SINTOMA	1	0.5	1	debilidad facial estable			debilidad facial estable	debilidad facial estable	32586958_ES
debilidad en las piernas	SINTOMA	1	0.5	1	debilidad en el pierna			debilidad en las piernas	debilidad en las piernas	32563170_ES
debilidad en las extremidades inferiores	SINTOMA	1	0.5	1	debilidad en el extremidad inferior			debilidad en las extremidades inferiores	debilidad en las extremidades inferiores	32617903A_ES
debilidad en ambas piernas	SINTOMA	1	0.5	1	debilidad en ambos pierna			debilidad en ambas piernas	debilidad en ambas piernas	32353183_ES
debilidad distal en las extremidades superiores	SINTOMA	1	0.5	1	debilidad distal en el extremidad superior			debilidad distal en las extremidades superiores	debilidad distal en las extremidades superiores	32399950_ES
debilidad de las extremidades inferiores	SINTOMA	1	0.5	1	debilidad de el extremidad inferior			debilidad de las extremidades inferiores	debilidad de las extremidades inferiores	32601756_ES
debilidad bilateral subjetiva de las extremidades inferiores	SINTOMA	1	0.5	1	debilidad bilateral subjetivo de el extremidad inferior			debilidad bilateral subjetiva de las extremidades inferiores	debilidad bilateral subjetiva de las extremidades inferiores	32586958_ES
debilidad bilateral de grado 45 en los deltoides y los flexores de cadera	SINTOMA	1	0.5	1	debilidad bilateral de grado 45 en el deltoides y el flexor de cadera			debilidad bilateral de grado 4/5 en los deltoides y los flexores de cadera	debilidad bilateral de grado 45 en los deltoides y los flexores de cadera	32586958_ES
crepitantes en la parte inferior del pulmon	SINTOMA	1	0.5	1	crepitante en el parte inferior de+el pulmón			crepitantes en la parte inferior del pulmón	crepitantes en la parte inferior del pulmón	32198834_ES
crepitantes en el pulmon derecho	SINTOMA	1	0.5	1	crepitante en el pulmón derecho			crepitantes en el pulmón derecho	crepitantes en el pulmón derecho	32631838_ES
crepitantes en el pulmon	SINTOMA	1	0.5	1	crepitante en el pulmón			crepitantes en el pulmón	crepitantes en el pulmón	32615807C_ES
crepitantes en ambos pulmones	SINTOMA	1	0.5	1	crepitante en ambos pulmón			crepitantes en ambos pulmones	crepitantes en ambos pulmones	32615807B_ES
crepitantes debiles	SINTOMA	1	0.5	1	crepitante débil			crepitantes débiles	crepitantes débiles	32637266A_ES
crepitantes bilaterales en las bases pulmonares	SINTOMA	1	0.5	1	crepitante bilateral en el base pulmonar			crepitantes bilaterales en las bases pulmonares	crepitantes bilaterales en las bases pulmonares	32637437­_ES
crepitantes bilaterales en ambos pulmones	SINTOMA	1	0.5	1	crepitante bilateral en ambos pulmón			crepitantes bilaterales en ambos pulmones	crepitantes bilaterales en ambos pulmones	32399451_ES
crepitantes bilaterales	SINTOMA	1	0.5	1	crepitante bilateral			crepitantes bilaterales	crepitantes bilaterales	32196627_ES
crepitantes	SINTOMA	1	0.5	1	crepitante			crepitantes	crepitantes	32269194_ES
crecimiento de staphylococcus aureus pseudomonas aeruginosa y acinetobacter dijkshoorniae	SINTOMA	1	0.5	1	crecimiento de staphylococcus aureus pseudomona aeruginosa y acinetobacter dijkshoorniae			crecimiento de Staphylococcus aureus, Pseudomonas aeruginosa y Acinetobacter dijkshoorniae	crecimiento de staphylococcus aureus pseudomonas aeruginosa y acinetobacter dijkshoorniae	32607564_ES
crecimiento de enterococcus faecium resistente a vancomicna y staphylococcus epidermidis	SINTOMA	1	0.5	1	crecimiento de enterococcus faecium resistente a vancomicna y staphylococcus epidermidis			crecimiento de Enterococcus faecium resistente a vancomicna y Staphylococcus epidermidis	crecimiento de enterococcus faecium resistente a vancomicna y staphylococcus epidermidis	32607564_ES
covid19	SINTOMA	1	0.5	1	covid19	840533007		COVID-19	covid19	32638347C_ES
convulsiones	SINTOMA	1	0.5	1	convulsión	32631004	C0036572	convulsiones	convulsiones	32583150B_ES
contracturas de las extremidades	SINTOMA	1	0.5	1	contractura de el extremidad			contracturas de las extremidades	contracturas de las extremidades	32622823_ES
consumo excesivo de alcohol	SINTOMA	1	0.5	1	consumo excesivo de alcohol	160592001	C0560219	consumo excesivo de alcohol	consumo excesivo de alcohol	32601756_ES
consumo de oxigeno decreciente	SINTOMA	1	0.5	1	consumo de oxígeno decreciente			consumo de oxígeno decreciente	consumo de oxígeno decreciente	32247642_ES
congestion leve	SINTOMA	1	0.5	1	congestión leve			congestión leve	congestión leve	32222713_ES
congestion faringea	SINTOMA	1	0.5	1	congestión faríngeo			congestión faríngea	congestión faríngea	32168162_ES
congestion conjuntival	SINTOMA	1	0.5	1	congestión conjuntival			congestión conjuntival	congestión conjuntival	32205138_ES
confusion e inquietud	SINTOMA	1	0.5	1	confusión y inquietud			confusión e inquietud	confusión e inquietud	32611761B_ES
confusion	SINTOMA	1	0.5	1	confusión			confusión	confusión	32283294_ES
colicos intestinales	SINTOMA	1	0.5	1	cólico intestinal			cólicos intestinales	cólicos intestinales	32222713_ES
colicos	SINTOMA	1	0.5	1	cólico			cólicos	cólicos	32426200_ES
cianosis y extremidades frias	SINTOMA	1	0.5	1	cianosis y extremidad frío			cianosis y extremidades frías	cianosis y extremidades frías	32638890_ES
cianosis en los dedos de las manos	SINTOMA	1	0.5	1	cianosis en el dedo de el mano			cianosis en los dedos de las manos	cianosis en los dedos de las manos	32589931_ES
cambios en su frecuencia de orina y defecaciones	SINTOMA	1	0.5	1	cambio en su frecuencia de orina y defecación			cambios en su frecuencia de orina y defecaciones	cambios en su frecuencia de orina y defecaciones	32607304_Es
caida de la saturacion de oxigeno	SINTOMA	1	0.5	1	caída de el saturación de oxígeno			caída de la saturación de oxígeno	caída de la saturación de oxígeno	32586958_ES
bulto en crecimiento palpable en su region parietal	SINTOMA	1	0.5	1	bulto en crecimiento palpable en su región parietal			bulto en crecimiento palpable en su región parietal	bulto en crecimiento palpable en su región parietal	32165205_ES
buen apetito	SINTOMA	1	0.5	1	bueno apetito			buen apetito	buen apetito	32179908_ES
brudzinski	SINTOMA	1	0.5	1	brudzinski			Brudzinski	brudzinski	32293714_ES
bilioso	SINTOMA	1	0.5	1	bilioso			bilioso	bilioso	32637437­_ES
bebedora	SINTOMA	1	0.5	1	bebedor			bebedora	bebedora	32426200_ES
baja saturacion de oxigeno	SINTOMA	1	0.5	1	bajo saturación de oxígeno			baja saturación de oxígeno	baja saturación de oxígeno	32650881_ES
ausencia de potenciales electricos en los nervios sensitivos	SINTOMA	1	0.5	1	ausencia de potencial eléctrico en el nervio sensitivo			ausencia de potenciales eléctricos en los nervios sensitivos	ausencia de potenciales eléctricos en los nervios sensitivos	32359804_ES
aumento significativo de reactantes agudos	SINTOMA	1	0.5	1	aumento significativo de reactante agudo			aumento significativo de reactantes agudos	aumento significativo de reactantes agudos	32648092A_ES
aumento limitrofe de la ACE serica	SINTOMA	1	0.5	1	aumento limítrofe de el ACE sérico			aumento limítrofe de la ACE sérica	aumento limítrofe de la ACE sérica	32606044_ES
aumento del segmento ST en las derivaciones v1v2 y aVR	SINTOMA	1	0.5	1	aumento de+el segmento ST en el derivación v1v2 y avr			aumento del segmento ST en las derivaciones V1-V2 y aVR	aumento del segmento ST en las derivaciones v1v2 y aVR	32267502_ES
aumento del peptido natriuretico cerebral	SINTOMA	1	0.5	1	aumento de+el péptido natriurético cerebral			aumento del péptido natriurético cerebral	aumento del péptido natriurético cerebral	32636116_ES
aumento del esfuerzo respiratorio	SINTOMA	1	0.5	1	aumento de+el esfuerzo respiratorio			aumento del esfuerzo respiratorio	aumento del esfuerzo respiratorio	32318729_ES
aumento del dimero D a 6120 ugl	SINTOMA	1	0.5	1	aumento de+el dímero D a 6120 ugl			aumento del dímero D a 6120 ug/L	aumento del dímero D a 6120 ugl	32402687_ES
aumento de transaminasas y nitrogeno ureico	SINTOMA	1	0.5	1	aumento de transaminasa y nitrógeno ureico			aumento de transaminasas y nitrógeno ureico	aumento de transaminasas y nitrógeno ureico	32593478_ES
aumento de transaminasas	SINTOMA	1	0.5	1	aumento de transaminasa			aumento de transaminasas	aumento de transaminasas	32414534_ES
aumento de tamano	SINTOMA	1	0.5	1	aumento de tamaño			aumento de tamaño	aumento de tamaño	32208010_ES
aumento de proteinas de la fase aguda	SINTOMA	1	0.5	1	aumento de proteína de el fase agudo			aumento de proteínas de la fase aguda	aumento de proteínas de la fase aguda	32427161_ES
aumento de proteina creactiva	SINTOMA	7	3.5	1	aumento de proteína creactiva			aumento de proteina C-reactiva	aumento de proteina creactiva	32640066_ES, 32601756_ES, 32427645_ES, 32414534_ES, 32215898_ES, 32554621_ES, 32602267_ES
aumento de perimetro respecto a contralateral	SINTOMA	1	0.5	1	aumento de perímetro respecto a contralateral			aumento de perímetro respecto a contralateral	aumento de perímetro respecto a contralateral	32631646_ES
aumento de neutrofilos	SINTOMA	1	0.5	1	aumento de neutrófilo			aumento de neutrófilos	aumento de neutrófilos	32425356_ES
aumento de marcadores de inflamacion proteina creactiva	SINTOMA	1	0.5	1	aumento de marcador de inflamación proteína creactiva			aumento de marcadores de inflamación (proteína C-reactiva	aumento de marcadores de inflamación proteína creactiva	32639064_ES
aumento de los crepitantes pulmonares	SINTOMA	1	0.5	1	aumento de el crepitante pulmonar			aumento de los crepitantes pulmonares	aumento de los crepitantes pulmonares	32423738_ES
aumento de linfocitos	SINTOMA	1	0.5	1	aumento de linfocito	124946002	C1268806	aumento de linfocitos	aumento de linfocitos	32636116_ES
aumento de leucocitosis	SINTOMA	1	0.5	1	aumento de leucocitosis			aumento de leucocitosis	aumento de leucocitosis	32402416­_ES
aumento de leucocitos y proteinas	SINTOMA	1	0.5	1	aumento de leucocito y proteína			aumento de leucocitos y proteínas	aumento de leucocitos y proteínas	32601756_ES
aumento de leucocitos a 10800l con 9400 neutrofilosl	SINTOMA	1	0.5	1	aumento de leucocito a 10800 µl con 9400 neutrófilosµl			aumento de leucocitos a 10.800/µL con 9.400 neutrófilos/µL	aumento de leucocitos a 10800µl con 9400 neutrófilosµl	32606044_ES
aumento de leucocitos	SINTOMA	1	0.5	1	aumento de leucocito			aumento de leucocitos	aumento de leucocitos	32423911_ES
aumento de las necesidades de oxigeno	SINTOMA	1	0.5	1	aumento de el necesidad de oxígeno			aumento de las necesidades de oxígeno	aumento de las necesidades de oxígeno	32648092A_ES
aumento de las latencias distales motoras	SINTOMA	1	0.5	1	aumento de el latencia distal motor			aumento de las latencias distales motoras	aumento de las latencias distales motoras	32364123_ES
aumento de lactato	SINTOMA	1	0.5	1	aumento de lactato			aumento de lactato	aumento de lactato	32427161_ES
aumento de la latencia minima de la onda F para las raices L5 y S1	SINTOMA	1	0.5	1	aumento de el latencia mínimo de el onda F para el raíz L5 y S1			aumento de la latencia mínima de la onda F para las raíces L5 y S1	aumento de la latencia mínima de la onda F para las raíces L5 y S1	32364123_ES
aumento de la lactatodeshidrogenasa	SINTOMA	1	0.5	1	aumento de el lácticodeshidrogenasa			aumento de la lactato-deshidrogenasa	aumento de la lactatodeshidrogenasa	32606105_ES
aumento de la demanda de oxigeno	SINTOMA	1	0.5	1	aumento de el demanda de oxígeno			aumento de la demanda de oxígeno	aumento de la demanda de oxígeno	32215898_ES
aumento de la creatinacinasa	SINTOMA	1	0.5	1	aumento de el creatinacinasa			aumento de la creatina-cinasa	aumento de la creatinacinasa	32622823_ES
aumento de la concentracion de dimero D en	SINTOMA	1	0.5	1	aumento de el concentración de dímero D en			aumento de la concentración de dímero D en	aumento de la concentración de dímero D en	32639089_ES
aumento de la cifra de leucocitos	SINTOMA	1	0.5	1	aumento de el cifra de leucocito			aumento de la cifra de leucocitos	aumento de la cifra de leucocitos	32278585_ES
aumento de la cifra de eritrocitos	SINTOMA	1	0.5	1	aumento de el cifra de eritrocito			aumento de la cifra de eritrocitos	aumento de la cifra de eritrocitos	32554423_ES
aumento de la alaninaaminotransferasa	SINTOMA	1	0.5	1	aumento de el alaninaaminotransferasa			aumento de la alanina-aminotransferasa	aumento de la alaninaaminotransferasa	32277408_ES
aumento de la LDH	SINTOMA	1	0.5	1	aumento de el LDH			aumento de la LDH	aumento de la LDH	32607564_ES
aumento de interleucina	SINTOMA	1	0.5	1	aumento de interleucina			aumento de interleucina	aumento de interleucina	32587121_ES
aumento de fibrinogeno dimero D y proteina creactiva	SINTOMA	1	0.5	1	aumento de fibrinógeno dímero D y proteína creactiva			aumento de fibrinógeno, dímero D y proteína C-reactiva	aumento de fibrinógeno dímero D y proteína creactiva	32648092C_ES
aumento de enzimas hepaticas	SINTOMA	1	0.5	1	aumento de enzima hepático			aumento de enzimas hepáticas	aumento de enzimas hepáticas	32427161_ES
aumento de dimero D	SINTOMA	1	0.5	1	aumento de dímero D			aumento de dímero D	aumento de dímero D	32589931_ES
aumento de creatinina	SINTOMA	1	0.5	1	aumento de creatinina			aumento de creatinina	aumento de creatinina	32638890_ES
aumento de LDH	SINTOMA	1	0.5	1	aumento de LDH			aumento de LDH	aumento de LDH	32588185_ES
aumento de C3 y C4	SINTOMA	1	0.5	1	aumento de C3 y C4			aumento de C3 y C4	aumento de C3 y C4	32639461_ES
aumento adicional de la proteina creactiva	SINTOMA	1	0.5	1	aumento adicional de el proteína creactiva			aumento adicional de la proteína C-reactiva	aumento adicional de la proteína creactiva	32278585_ES
astenia aguda en ambas piernas	SINTOMA	1	0.5	1	astenia agudo en ambos pierna			astenia aguda en ambas piernas	astenia aguda en ambas piernas	32246917_ES
artromialgia generalizada	SINTOMA	1	0.5	1	artromialgia generalizar			artromialgia generalizada	artromialgia generalizada	32617223_ES
artralgias	SINTOMA	1	0.5	1	artralgia	57676002	C0003862	artralgias	artralgias	32294264_ES
arreflexia generalizada	SINTOMA	1	0.5	1	arreflexia generalizar			arreflexia generalizada	arreflexia generalizada	32399694­­_ES
arreflexia en ambas piernas y pies	SINTOMA	1	0.5	1	arreflexia en ambos pierna y pie			arreflexia en ambas piernas y pies	arreflexia en ambas piernas y pies	32246917_ES
arreflexia	SINTOMA	1	0.5	1	arreflexia	37280007	C0234146	arreflexia	arreflexia	32359804_ES
apiretico	SINTOMA	1	0.5	1	apirético			apirético	apirético	32602267_ES
ansioso	SINTOMA	1	0.5	1	ansioso			ansioso	ansioso	32222713_ES
ansiedad	SINTOMA	1	0.5	1	ansiedad	48694002	C0003467	ansiedad	ansiedad	32593478_ES
anosmiaageusia	SINTOMA	1	0.5	1	anosmiaageusia			anosmia/ageusia	anosmiaageusia	32556106_ES
anomalias de los bulbos olfativos	SINTOMA	1	0.5	1	anomalía de el bulbo olfativo			anomalías de los bulbos olfativos	anomalías de los bulbos olfativos	32267483_ES
anomalias de las extremidades superiores	SINTOMA	1	0.5	1	anomalía de el extremidad superior			anomalías de las extremidades superiores	anomalías de las extremidades superiores	32617903B_ES
anomalias de la marcha	SINTOMA	1	0.5	1	anomalía de el marcha			anomalías de la marcha	anomalías de la marcha	32592761_ES
anhedonia	SINTOMA	1	0.5	1	anhedonia	28669007	C0178417	anhedonia	anhedonia	32605766_ES
anemico	SINTOMA	1	0.5	1	anémico			anémico	anémico	32639064_ES
alucinacion auditiva	SINTOMA	1	0.5	1	alucinación auditivo			alucinación auditiva	alucinación auditiva	32593478_ES
altibajos cognitivos	SINTOMA	1	0.5	1	altibajo cognitivo			altibajos cognitivos	altibajos cognitivos	32418288_ES
alteraciones inespecificas de la onda T	SINTOMA	1	0.5	1	alteración inespecífico de el onda T			alteraciones inespecíficas de la onda T	alteraciones inespecíficas de la onda T	32363336_ES
alteraciones del sueno	SINTOMA	1	0.5	1	alteración de+el sueño			alteraciones del sueño	alteraciones del sueño	32605766_ES
alteraciones del estado de animo	SINTOMA	1	0.5	1	alteración de+el estado de ánimo			alteraciones del estado de ánimo	alteraciones del estado de ánimo	32593478_ES
alteraciones de la mucosa	SINTOMA	1	0.5	1	alteración de el mucosa			alteraciones de la mucosa	alteraciones de la mucosa	32427161_ES
alteraciones cutaneas	SINTOMA	1	0.5	1	alteración cutáneo			alteraciones cutáneas	alteraciones cutáneas	32602610_ES
alteracion sistolica del ventriculo	SINTOMA	1	0.5	1	alteración sistólico de+el ventrículo			alteración sistólica del ventrículo	alteración sistólica del ventrículo	32282027_ES
alteracion mental	SINTOMA	1	0.5	1	alteración mental			alteración mental	alteración mental	32605766_ES
alteracion grave de las cavidades cardiacas	SINTOMA	1	0.5	1	alteración grave de el cavidad cardíaco			alteración grave de las cavidades cardíacas	alteración grave de las cavidades cardíacas	32360384_ES
alteracion en la sensibilidad de los 4 miembros a nivel distal	SINTOMA	1	0.5	1	alteración en el sensibilidad de el 4 miembro a nivel distal			alteración en la sensibilidad de los 4 miembros a nivel distal	alteración en la sensibilidad de los 4 miembros a nivel distal	32364123_ES
alteracion de las funciones ejecutivas	SINTOMA	1	0.5	1	alteración de el función ejecutivo			alteración de las funciones ejecutivas	alteración de las funciones ejecutivas	32414534_ES
alteracion de la marcha	SINTOMA	1	0.5	1	alteración de el marcha			alteración de la marcha	alteración de la marcha	32590204_ES
alteracion de la capacidad hepatica y renal	SINTOMA	1	0.5	1	alteración de el capacidad hepático y renal			alteración de la capacidad hepática y renal	alteración de la capacidad hepática y renal	32277408_ES
alteracion de coagulacion	SINTOMA	1	0.5	1	alteración de coagulación			alteración de coagulación	alteración de coagulación	32639461_ES
